id,dwelling,hhSize,autos
144,144,3,1
145,145,3,0
146,146,2,1
147,147,2,1
148,148,1,2
149,149,3,0
150,150,1,2
151,151,1,1
152,152,2,0
153,153,1,1
154,154,3,1
155,155,2,2
156,156,3,2
157,157,1,1
158,158,3,1
159,159,1,2
160,160,3,2
161,161,3,0
162,162,3,2
163,163,3,1
164,164,1,1
165,165,1,2
166,166,1,1
167,167,1,2
168,168,3,2
169,169,3,2
170,170,1,0
171,171,1,1
172,172,1,0
173,173,3,2
174,174,1,2
175,175,3,2
176,176,3,1
177,177,2,0
178,178,3,1
179,179,3,0
180,180,1,2
181,181,1,0
182,182,2,0
183,183,3,1
184,184,3,0
185,185,3,0
186,186,2,0
187,187,1,1
188,188,1,2
189,189,3,0
190,190,2,0
191,191,2,1
192,192,3,2
193,193,3,0
194,194,3,0
195,195,1,0
196,196,2,1
197,197,2,0
198,198,3,0
199,199,3,0
200,200,1,1
201,201,2,2
202,202,1,1
203,203,3,0
204,204,2,0
205,205,2,1
206,206,2,0
207,207,3,0
208,208,3,0
209,209,3,0
210,210,3,0
211,211,3,0
212,212,1,1
213,213,1,2
214,214,1,2
215,215,1,0
216,216,1,0
217,217,2,1
218,218,2,1
219,219,1,0
220,220,3,1
221,221,3,1
222,222,3,0
223,223,3,0
224,224,1,0
225,225,1,2
226,226,1,1
227,227,1,1
228,228,3,1
229,229,3,0
230,230,1,2
231,231,1,0
232,232,1,1
233,233,2,2
234,234,3,2
235,235,3,1
236,236,1,0
237,237,3,0
238,238,1,2
239,239,3,0
240,240,1,2
241,241,2,1
242,242,2,2
243,243,2,0
244,244,1,1
245,245,1,2
246,246,2,1
247,247,1,1
248,248,2,2
249,249,3,1
250,250,3,2
251,251,3,1
252,252,2,1
253,253,1,2
254,254,1,1
255,255,1,2
256,256,1,1
257,257,3,2
258,258,1,1
259,259,3,2
260,260,3,1
261,261,1,0
262,262,3,0
263,263,1,2
264,264,1,0
265,265,1,2
266,266,3,1
267,267,1,1
268,268,1,0
269,269,3,1
270,270,1,0
271,271,2,1
272,272,1,2
273,273,1,0
274,274,3,2
275,275,1,1
276,276,2,0
277,277,3,1
278,278,2,1
279,279,3,2
280,280,2,2
281,281,1,1
282,282,3,0
283,283,1,0
284,284,1,2
285,285,1,0
286,286,1,0
287,287,3,2
288,288,2,0
289,289,2,2
290,290,1,0
291,291,1,0
292,292,1,0
293,293,3,2
294,294,3,0
295,295,3,1
296,296,2,1
297,297,2,2
298,298,2,2
299,299,3,0
300,300,3,1
301,301,3,1
302,302,2,2
303,303,2,1
304,304,1,0
305,305,2,2
306,306,1,0
307,307,3,1
308,308,2,1
309,309,3,0
310,310,1,0
311,311,3,0
312,312,2,2
313,313,3,2
314,314,3,1
315,315,2,0
316,316,1,1
317,317,2,1
318,318,2,2
319,319,3,1
320,320,3,2
321,321,3,0
322,322,3,2
323,323,1,2
324,324,1,2
325,325,1,1
326,326,1,0
327,327,3,0
328,328,3,1
329,329,1,0
330,330,1,1
331,331,2,0
332,332,3,1
333,333,2,2
334,334,1,0
335,335,3,0
336,336,1,0
337,337,1,1
338,338,1,2
339,339,3,2
340,340,2,1
341,341,1,0
342,342,3,1
343,343,1,1
344,344,3,0
345,345,3,2
346,346,3,1
347,347,1,0
348,348,3,2
349,349,3,1
350,350,3,2
351,351,1,1
352,352,3,0
353,353,3,1
354,354,2,2
355,355,3,1
356,356,3,1
357,357,2,2
358,358,1,1
359,359,2,2
360,360,3,0
361,361,1,1
362,362,3,0
363,363,1,1
364,364,3,0
365,365,3,2
366,366,1,0
367,367,1,2
368,368,1,1
369,369,1,0
370,370,1,0
371,371,3,0
372,372,3,1
373,373,1,1
374,374,2,1
375,375,3,0
376,376,1,1
377,377,1,1
378,378,1,1
379,379,3,0
380,380,1,2
381,381,1,0
382,382,3,2
383,383,1,2
384,384,3,1
385,385,3,2
386,386,2,0
387,387,2,0
388,388,1,0
389,389,1,0
390,390,2,1
391,391,3,0
392,392,3,0
393,393,3,0
394,394,1,2
395,395,2,2
396,396,1,2
397,397,1,1
398,398,3,1
399,399,1,2
400,400,1,2
401,401,1,0
402,402,3,0
403,403,3,1
404,404,1,2
405,405,3,2
406,406,1,1
407,407,1,0
408,408,1,1
409,409,2,0
410,410,2,2
411,411,3,0
412,412,3,0
413,413,3,1
414,414,1,2
415,415,1,0
416,416,2,1
417,417,3,2
418,418,3,2
419,419,2,2
420,420,3,1
421,421,1,0
422,422,1,1
423,423,3,2
424,424,2,2
425,425,1,2
426,426,2,2
427,427,3,2
428,428,1,2
429,429,1,2
430,430,1,0
431,431,1,2
432,432,2,2
433,433,1,2
434,434,2,1
435,435,1,1
436,436,2,2
437,437,1,0
438,438,3,1
439,439,2,0
440,440,3,1
441,441,3,0
442,442,1,1
443,443,1,1
444,444,2,2
445,445,2,2
446,446,2,2
447,447,2,1
448,448,1,2
449,449,2,2
450,450,3,0
451,451,1,0
452,452,1,2
453,453,1,0
454,454,1,2
455,455,3,2
456,456,1,1
457,457,3,2
458,458,2,2
459,459,1,2
460,460,3,2
461,461,1,2
462,462,1,0
463,463,1,0
464,464,3,0
465,465,3,0
466,466,3,1
467,467,1,1
468,468,1,2
469,469,1,2
470,470,1,2
471,471,3,1
472,472,1,2
473,473,1,0
474,474,3,0
475,475,2,0
476,476,1,1
477,477,3,0
478,478,1,2
479,479,1,2
480,480,3,0
481,481,3,1
482,482,3,0
483,483,1,0
484,484,2,2
485,485,3,1
486,486,1,2
487,487,3,1
488,488,3,2
489,489,3,1
490,490,1,2
491,491,1,0
492,492,3,2
493,493,1,0
494,494,3,0
495,495,3,2
496,496,2,0
497,497,2,0
498,498,3,0
499,499,1,1
500,500,1,2
501,501,1,1
502,502,1,0
503,503,1,1
504,504,1,1
505,505,3,2
506,506,2,1
507,507,1,2
508,508,3,0
509,509,2,1
510,510,2,0
511,511,2,2
512,512,1,1
513,513,1,2
514,514,1,2
515,515,3,2
516,516,1,2
517,517,1,1
518,518,3,0
519,519,3,0
520,520,1,2
521,521,3,2
522,522,2,1
523,523,3,0
524,524,3,1
525,525,3,0
526,526,2,0
527,527,3,2
528,528,1,0
529,529,1,2
530,530,1,1
531,531,3,0
532,532,3,1
533,533,1,1
534,534,3,1
535,535,3,0
536,536,1,1
537,537,3,0
538,538,1,0
539,539,1,0
540,540,2,0
541,541,1,1
542,542,1,1
543,543,2,0
544,544,2,1
545,545,2,0
546,546,1,0
547,547,1,2
548,548,1,2
549,549,1,1
550,550,1,0
551,551,3,2
552,552,2,0
553,553,2,2
554,554,3,2
555,555,3,1
556,556,2,2
557,557,1,1
558,558,2,1
559,559,3,1
560,560,1,2
561,561,3,2
562,562,1,1
563,563,1,2
564,564,3,1
565,565,2,0
566,566,1,1
567,567,3,1
568,568,2,2
569,569,1,2
570,570,3,0
571,571,1,2
572,572,1,2
573,573,1,1
574,574,1,2
575,575,3,2
576,576,3,0
577,577,3,0
578,578,1,0
579,579,3,1
580,580,3,1
581,581,2,1
582,582,1,2
583,583,1,2
584,584,3,2
585,585,1,1
586,586,3,0
587,587,2,2
588,588,2,1
589,589,1,0
590,590,1,2
591,591,3,1
592,592,1,0
593,593,1,0
594,594,3,1
595,595,1,2
596,596,3,1
597,597,2,2
598,598,3,2
599,599,3,1
600,600,3,0
601,601,2,0
602,602,1,1
603,603,3,2
604,604,1,0
605,605,1,0
606,606,1,1
607,607,2,2
608,608,2,1
609,609,1,0
610,610,1,2
611,611,3,2
612,612,2,1
613,613,3,2
614,614,1,1
615,615,1,2
616,616,3,2
617,617,1,0
618,618,2,1
619,619,1,1
620,620,1,1
621,621,3,0
622,622,1,1
623,623,1,0
624,624,3,0
625,625,2,0
626,626,1,2
627,627,1,0
628,628,3,2
629,629,1,1
630,630,3,0
631,631,3,2
632,632,3,2
633,633,2,0
634,634,3,2
635,635,3,1
636,636,1,2
637,637,3,1
638,638,1,1
639,639,1,1
640,640,3,1
641,641,2,1
642,642,2,1
643,643,1,0
644,644,1,2
645,645,1,1
646,646,1,1
647,647,2,1
648,648,3,0
649,649,3,2
650,650,3,2
651,651,1,1
652,652,1,1
653,653,1,1
654,654,1,1
655,655,3,0
656,656,1,1
657,657,3,1
658,658,3,0
659,659,1,1
660,660,3,0
661,661,1,1
662,662,3,2
663,663,3,0
664,664,3,1
665,665,1,2
666,666,1,0
667,667,1,1
668,668,1,0
669,669,3,0
670,670,1,0
671,671,1,1
672,672,1,1
673,673,1,1
674,674,3,2
675,675,1,1
676,676,1,2
677,677,2,2
678,678,3,2
679,679,1,1
680,680,3,1
681,681,2,2
682,682,2,0
683,683,3,2
684,684,2,1
685,685,1,1
686,686,3,1
687,687,3,2
688,688,1,0
689,689,3,2
690,690,1,1
691,691,1,0
692,692,1,1
693,693,2,0
694,694,2,1
695,695,1,1
696,696,3,0
697,697,1,2
698,698,1,2
699,699,2,1
700,700,3,1
701,701,1,0
702,702,1,1
703,703,1,2
704,704,1,1
705,705,1,0
706,706,3,2
707,707,3,2
708,708,1,2
709,709,3,2
710,710,2,2
711,711,3,0
712,712,1,0
713,713,1,1
714,714,2,1
715,715,1,0
716,716,3,2
717,717,2,2
718,718,2,2
719,719,2,0
720,720,1,0
721,721,1,2
722,722,1,0
723,723,3,2
724,724,1,0
725,725,1,0
726,726,2,0
727,727,1,1
728,728,1,2
729,729,3,1
730,730,2,1
731,731,1,0
732,732,1,1
733,733,1,0
734,734,2,0
735,735,3,2
736,736,2,2
737,737,3,0
738,738,1,2
739,739,3,0
740,740,3,2
741,741,2,1
742,742,1,1
743,743,2,2
744,744,3,1
745,745,1,1
746,746,3,1
747,747,1,1
748,748,2,0
749,749,1,0
750,750,3,0
751,751,1,0
752,752,1,1
753,753,3,0
754,754,1,2
755,755,3,1
756,756,3,0
757,757,3,0
758,758,2,0
759,759,1,0
760,760,2,2
761,761,2,1
762,762,3,0
763,763,1,1
764,764,2,2
765,765,2,1
766,766,1,2
767,767,1,2
768,768,1,0
769,769,3,0
770,770,2,1
771,771,3,0
772,772,3,0
773,773,1,2
774,774,1,2
775,775,1,2
776,776,1,2
777,777,1,0
778,778,1,0
779,779,1,0
780,780,3,1
781,781,2,0
782,782,1,0
783,783,1,1
784,784,3,0
785,785,1,2
786,786,2,1
787,787,3,0
788,788,3,2
789,789,3,0
790,790,1,0
791,791,3,0
792,792,2,0
793,793,1,0
794,794,3,1
795,795,1,2
796,796,3,1
797,797,2,2
798,798,3,1
799,799,3,2
800,800,1,1
801,801,1,2
802,802,2,2
803,803,3,0
804,804,3,0
805,805,1,0
806,806,1,1
807,807,1,2
808,808,1,2
809,809,2,0
810,810,3,2
811,811,3,2
812,812,2,0
813,813,1,1
814,814,2,1
815,815,3,1
816,816,3,0
817,817,1,2
818,818,2,2
819,819,1,2
820,820,2,1
821,821,3,1
822,822,1,1
823,823,3,2
824,824,3,1
825,825,1,1
826,826,1,1
827,827,2,1
828,828,3,2
829,829,2,2
830,830,1,1
831,831,3,0
832,832,1,2
833,833,1,1
834,834,3,2
835,835,3,0
836,836,2,1
837,837,3,2
838,838,3,1
839,839,3,2
840,840,1,1
841,841,3,2
842,842,2,2
843,843,1,1
844,844,1,0
845,845,3,0
846,846,1,0
847,847,1,2
848,848,3,1
849,849,3,1
850,850,3,0
851,851,1,1
852,852,2,0
853,853,2,2
854,854,1,0
855,855,1,2
856,856,2,0
857,857,1,1
858,858,1,0
859,859,3,1
860,860,2,1
861,861,1,0
862,862,3,0
863,863,2,2
864,864,2,0
865,865,3,0
866,866,2,1
867,867,3,1
868,868,2,1
869,869,2,0
870,870,1,2
871,871,2,1
872,872,1,0
873,873,2,2
874,874,2,2
875,875,3,2
876,876,3,2
877,877,1,0
878,878,2,0
879,879,1,0
880,880,3,2
881,881,1,2
882,882,2,1
883,883,2,0
884,884,3,2
885,885,1,1
886,886,1,2
887,887,3,1
888,888,1,1
889,889,1,1
890,890,3,0
891,891,1,2
892,892,1,0
893,893,3,1
894,894,1,2
895,895,3,1
896,896,3,2
897,897,2,2
898,898,2,1
899,899,3,1
900,900,1,2
901,901,3,0
902,902,3,1
903,903,3,2
904,904,3,2
905,905,1,2
906,906,2,1
907,907,3,2
908,908,3,1
909,909,3,2
910,910,2,2
911,911,3,0
912,912,3,2
913,913,1,0
914,914,1,0
915,915,2,2
916,916,3,1
917,917,1,1
918,918,3,0
919,919,1,2
920,920,1,1
921,921,1,2
922,922,1,1
923,923,2,1
924,924,1,0
925,925,3,2
926,926,2,1
927,927,1,2
928,928,2,1
929,929,1,2
930,930,3,0
931,931,1,2
932,932,2,1
933,933,1,2
934,934,1,1
935,935,2,1
936,936,1,1
937,937,2,0
938,938,3,0
939,939,3,2
940,940,1,2
941,941,3,2
942,942,1,0
943,943,3,0
944,944,1,1
945,945,1,2
946,946,2,0
947,947,1,2
948,948,1,0
949,949,3,0
950,950,2,1
951,951,1,1
952,952,3,2
953,953,2,0
954,954,1,0
955,955,3,0
956,956,3,0
957,957,1,2
958,958,3,2
959,959,3,1
960,960,1,0
961,961,1,2
962,962,3,0
963,963,1,0
964,964,3,2
965,965,3,2
966,966,2,0
967,967,3,0
968,968,1,2
969,969,3,0
970,970,3,2
971,971,3,2
972,972,3,0
973,973,2,2
974,974,2,1
975,975,2,0
976,976,1,0
977,977,3,2
978,978,3,0
979,979,1,2
980,980,1,2
981,981,3,0
982,982,1,2
983,983,2,1
984,984,1,0
985,985,1,2
986,986,3,2
987,987,2,1
988,988,3,2
989,989,3,2
990,990,3,0
991,991,3,0
992,992,3,0
993,993,1,1
994,994,2,0
995,995,1,1
996,996,1,1
997,997,3,1
998,998,1,0
999,999,2,1
1000,1000,3,1
1001,1001,1,2
1002,1002,1,1
1003,1003,3,0
1004,1004,3,2
1005,1005,2,1
1006,1006,1,0
1007,1007,3,0
1008,1008,1,0
1009,1009,1,2
1010,1010,3,1
1011,1011,3,0
1012,1012,1,0
1013,1013,1,0
1014,1014,1,1
1015,1015,1,0
1016,1016,2,1
1017,1017,3,0
1018,1018,2,0
1019,1019,2,2
1020,1020,2,0
1021,1021,2,0
1022,1022,1,2
1023,1023,3,2
1024,1024,3,1
1025,1025,1,0
1026,1026,1,2
1027,1027,3,0
1028,1028,3,1
1029,1029,1,1
1030,1030,1,0
1031,1031,2,0
1032,1032,1,2
1033,1033,2,1
1034,1034,1,2
1035,1035,1,0
1036,1036,2,0
1037,1037,1,0
1038,1038,1,0
1039,1039,1,1
1040,1040,1,0
1041,1041,1,1
1042,1042,3,2
1043,1043,3,1
1044,1044,2,0
1045,1045,3,0
1046,1046,3,2
1047,1047,1,1
1048,1048,2,2
1049,1049,1,2
1050,1050,1,2
1051,1051,1,0
1052,1052,3,0
1053,1053,3,1
1054,1054,1,0
1055,1055,1,1
1056,1056,2,2
1057,1057,1,1
1058,1058,1,1
1059,1059,1,2
1060,1060,1,0
1061,1061,3,0
1062,1062,3,2
1063,1063,1,2
1064,1064,1,2
1065,1065,1,1
1066,1066,2,1
1067,1067,3,2
1068,1068,2,1
1069,1069,1,2
1070,1070,2,1
1071,1071,1,0
1072,1072,3,2
1073,1073,2,0
1074,1074,3,0
1075,1075,2,1
1076,1076,1,1
1077,1077,2,1
1078,1078,1,0
1079,1079,1,2
1080,1080,1,1
1081,1081,2,1
1082,1082,2,1
1083,1083,2,2
1084,1084,1,1
1085,1085,3,0
1086,1086,1,1
1087,1087,3,1
1088,1088,2,0
1089,1089,2,0
1090,1090,1,0
1091,1091,1,0
1092,1092,1,1
1093,1093,1,1
1094,1094,2,2
1095,1095,1,0
1096,1096,3,0
1097,1097,3,0
1098,1098,3,0
1099,1099,1,0
1100,1100,1,0
1101,1101,1,0
1102,1102,1,0
1103,1103,2,0
1104,1104,1,2
1105,1105,1,0
1106,1106,3,1
1107,1107,3,0
1108,1108,3,0
1109,1109,2,0
1110,1110,2,1
1111,1111,1,1
1112,1112,1,0
1113,1113,1,0
1114,1114,2,1
1115,1115,1,2
1116,1116,3,2
1117,1117,3,2
1118,1118,1,2
1119,1119,3,2
1120,1120,2,1
1121,1121,1,2
1122,1122,3,1
1123,1123,1,0
1124,1124,2,1
1125,1125,3,0
1126,1126,3,0
1127,1127,1,2
1128,1128,3,1
1129,1129,3,1
1130,1130,1,2
1131,1131,3,1
1132,1132,1,0
1133,1133,3,1
1134,1134,2,0
1135,1135,1,0
1136,1136,1,2
1137,1137,1,2
1138,1138,2,2
1139,1139,1,0
1140,1140,3,1
1141,1141,1,1
1142,1142,1,0
1143,1143,3,0
1144,1144,2,2
1145,1145,1,1
1146,1146,3,1
1147,1147,1,0
1148,1148,1,0
1149,1149,1,1
1150,1150,1,1
1151,1151,2,1
1152,1152,2,1
1153,1153,2,2
1154,1154,3,2
1155,1155,2,0
1156,1156,1,1
1157,1157,3,2
1158,1158,3,1
1159,1159,1,2
1160,1160,2,0
1161,1161,2,0
1162,1162,3,0
1163,1163,1,0
1164,1164,2,0
1165,1165,3,2
1166,1166,1,2
1167,1167,1,1
1168,1168,2,0
1169,1169,3,1
1170,1170,3,2
1171,1171,1,0
1172,1172,3,1
1173,1173,1,1
1174,1174,3,1
1175,1175,3,1
1176,1176,3,0
1177,1177,2,0
1178,1178,3,1
1179,1179,3,1
1180,1180,1,0
1181,1181,3,0
1182,1182,1,1
1183,1183,3,1
1184,1184,3,2
1185,1185,2,2
1186,1186,1,1
1187,1187,2,2
1188,1188,3,1
1189,1189,2,0
1190,1190,3,0
1191,1191,3,1
1192,1192,2,1
1193,1193,3,1
1194,1194,3,1
1195,1195,1,1
1196,1196,1,0
1197,1197,3,1
1198,1198,1,1
1199,1199,3,2
1200,1200,1,1
1201,1201,1,0
1202,1202,3,2
1203,1203,2,2
1204,1204,1,1
1205,1205,3,1
1206,1206,1,2
1207,1207,3,2
1208,1208,3,2
1209,1209,1,1
1210,1210,1,2
1211,1211,2,1
1212,1212,1,2
1213,1213,1,2
1214,1214,1,1
1215,1215,3,0
1216,1216,3,0
1217,1217,1,2
1218,1218,1,0
1219,1219,1,0
1220,1220,3,1
1221,1221,1,2
1222,1222,3,1
1223,1223,3,0
1224,1224,2,2
1225,1225,1,2
1226,1226,3,2
1227,1227,2,2
1228,1228,1,2
1229,1229,3,1
1230,1230,1,0
1231,1231,1,2
1232,1232,3,1
1233,1233,3,2
1234,1234,1,1
1235,1235,3,1
1236,1236,3,2
1237,1237,1,0
1238,1238,3,2
1239,1239,1,0
1240,1240,1,2
1241,1241,3,0
1242,1242,2,1
1243,1243,2,0
1244,1244,3,0
1245,1245,2,0
1246,1246,2,0
1247,1247,1,1
1248,1248,2,2
1249,1249,2,2
1250,1250,1,2
1251,1251,3,2
1252,1252,3,1
1253,1253,1,2
1254,1254,1,2
1255,1255,1,1
1256,1256,1,1
1257,1257,1,2
1258,1258,2,2
1259,1259,1,1
1260,1260,1,0
1261,1261,3,2
1262,1262,1,2
1263,1263,3,1
1264,1264,1,2
1265,1265,1,1
1266,1266,3,0
1267,1267,2,2
1268,1268,3,2
1269,1269,1,0
1270,1270,1,0
1271,1271,2,0
1272,1272,1,2
1273,1273,3,1
1274,1274,2,2
1275,1275,1,1
1276,1276,3,1
1277,1277,3,2
1278,1278,1,2
1279,1279,1,2
1280,1280,3,2
1281,1281,1,0
1282,1282,3,0
1283,1283,3,0
1284,1284,1,1
1285,1285,1,1
1286,1286,3,1
1287,1287,1,1
1288,1288,3,2
1289,1289,3,0
1290,1290,1,1
1291,1291,2,0
1292,1292,1,0
1293,1293,1,2
1294,1294,1,0
1295,1295,1,1
1296,1296,1,2
1297,1297,2,0
1298,1298,1,1
1299,1299,1,1
1300,1300,3,2
1301,1301,1,1
1302,1302,3,0
1303,1303,1,0
1304,1304,3,2
1305,1305,3,1
1306,1306,3,0
1307,1307,3,0
1308,1308,1,2
1309,1309,1,2
1310,1310,3,2
1311,1311,1,0
1312,1312,1,0
1313,1313,1,2
1314,1314,1,1
1315,1315,1,2
1316,1316,2,2
1317,1317,3,0
1318,1318,1,1
1319,1319,3,0
1320,1320,2,0
1321,1321,3,2
1322,1322,2,2
1323,1323,3,0
1324,1324,3,0
1325,1325,1,2
1326,1326,3,2
1327,1327,1,1
1328,1328,1,1
1329,1329,1,0
1330,1330,1,0
1331,1331,3,0
1332,1332,2,1
1333,1333,1,2
1334,1334,3,2
1335,1335,1,2
1336,1336,2,2
1337,1337,1,1
1338,1338,2,0
1339,1339,1,2
1340,1340,1,1
1341,1341,1,1
1342,1342,3,1
1343,1343,1,0
1344,1344,2,0
1345,1345,3,0
1346,1346,2,0
1347,1347,2,1
1348,1348,1,0
1349,1349,1,0
1350,1350,3,0
1351,1351,1,0
1352,1352,1,1
1353,1353,3,1
1354,1354,3,1
1355,1355,1,2
1356,1356,3,2
1357,1357,3,0
1358,1358,3,2
1359,1359,3,0
1360,1360,2,1
1361,1361,3,0
1362,1362,1,1
1363,1363,3,1
1364,1364,1,2
1365,1365,1,2
1366,1366,3,2
1367,1367,1,2
1368,1368,1,2
1369,1369,1,1
1370,1370,1,1
1371,1371,3,0
1372,1372,3,2
1373,1373,1,2
1374,1374,1,2
1375,1375,3,0
1376,1376,2,1
1377,1377,3,1
1378,1378,2,2
1379,1379,1,0
1380,1380,1,2
1381,1381,2,1
1382,1382,3,2
1383,1383,3,2
1384,1384,2,0
1385,1385,1,0
1386,1386,1,2
1387,1387,2,0
1388,1388,3,0
1389,1389,1,2
1390,1390,2,0
1391,1391,2,1
1392,1392,3,1
1393,1393,3,2
1394,1394,3,1
1395,1395,2,1
1396,1396,2,2
1397,1397,2,1
1398,1398,1,0
1399,1399,2,1
1400,1400,3,1
1401,1401,2,1
1402,1402,1,1
1403,1403,1,1
1404,1404,3,2
1405,1405,1,2
1406,1406,2,0
1407,1407,2,1
1408,1408,2,2
1409,1409,2,0
1410,1410,1,0
1411,1411,2,1
1412,1412,2,1
1413,1413,1,2
1414,1414,2,2
1415,1415,1,0
1416,1416,1,0
1417,1417,3,0
1418,1418,2,1
1419,1419,1,0
1420,1420,3,0
1421,1421,3,1
1422,1422,3,1
1423,1423,3,2
1424,1424,1,2
1425,1425,2,0
1426,1426,3,2
1427,1427,2,1
1428,1428,3,1
1429,1429,1,1
1430,1430,3,2
1431,1431,1,2
1432,1432,3,0
1433,1433,1,2
1434,1434,1,2
1435,1435,3,1
1436,1436,3,0
1437,1437,3,2
1438,1438,1,0
1439,1439,1,1
1440,1440,2,1
1441,1441,1,0
1442,1442,1,1
1443,1443,1,1
1444,1444,3,1
1445,1445,3,2
1446,1446,2,2
1447,1447,3,1
1448,1448,3,0
1449,1449,1,2
1450,1450,1,2
1451,1451,1,0
1452,1452,1,2
1453,1453,3,2
1454,1454,1,0
1455,1455,2,2
1456,1456,1,2
1457,1457,3,2
1458,1458,3,1
1459,1459,1,2
1460,1460,2,2
1461,1461,2,1
1462,1462,3,1
1463,1463,1,1
1464,1464,1,1
1465,1465,1,2
1466,1466,1,1
1467,1467,2,1
1468,1468,1,2
1469,1469,2,1
1470,1470,3,1
1471,1471,1,1
1472,1472,3,2
1473,1473,3,2
1474,1474,1,2
1475,1475,1,1
1476,1476,1,2
1477,1477,2,1
1478,1478,3,1
1479,1479,2,0
1480,1480,3,1
1481,1481,1,1
1482,1482,1,1
1483,1483,2,1
1484,1484,3,1
1485,1485,3,0
1486,1486,2,0
1487,1487,1,2
1488,1488,3,1
1489,1489,1,1
1490,1490,1,1
1491,1491,1,0
1492,1492,2,2
1493,1493,1,2
1494,1494,3,2
1495,1495,1,0
1496,1496,3,1
1497,1497,1,0
1498,1498,1,2
1499,1499,1,1
1500,1500,3,1
1501,1501,1,2
1502,1502,2,2
1503,1503,3,0
1504,1504,1,2
1505,1505,1,0
1506,1506,2,0
1507,1507,1,2
1508,1508,1,0
1509,1509,2,0
1510,1510,1,2
1511,1511,1,2
1512,1512,1,2
1513,1513,3,1
1514,1514,1,1
1515,1515,1,2
1516,1516,1,1
1517,1517,2,0
1518,1518,3,1
1519,1519,2,0
1520,1520,3,2
1521,1521,1,0
1522,1522,3,0
1523,1523,3,0
1524,1524,1,1
1525,1525,1,2
1526,1526,2,0
1527,1527,1,2
1528,1528,3,1
1529,1529,1,0
1530,1530,1,0
1531,1531,2,0
1532,1532,1,1
1533,1533,2,1
1534,1534,1,2
1535,1535,1,0
1536,1536,1,1
1537,1537,3,0
1538,1538,1,1
1539,1539,3,2
1540,1540,1,2
1541,1541,1,0
1542,1542,3,0
1543,1543,3,1
1544,1544,2,1
1545,1545,3,0
1546,1546,1,1
1547,1547,1,0
1548,1548,1,1
1549,1549,1,0
1550,1550,1,1
1551,1551,2,2
1552,1552,3,1
1553,1553,3,1
1554,1554,3,2
1555,1555,2,2
1556,1556,1,2
1557,1557,1,1
1558,1558,2,1
1559,1559,2,1
1560,1560,1,0
1561,1561,3,0
1562,1562,2,1
1563,1563,2,0
1564,1564,3,0
1565,1565,2,0
1566,1566,3,1
1567,1567,3,0
1568,1568,1,2
1569,1569,1,1
1570,1570,1,1
1571,1571,1,2
1572,1572,3,2
1573,1573,1,2
1574,1574,1,2
1575,1575,2,2
1576,1576,1,0
1577,1577,1,1
1578,1578,3,0
1579,1579,3,2
1580,1580,2,2
1581,1581,3,0
1582,1582,1,2
1583,1583,1,0
1584,1584,1,1
1585,1585,3,1
1586,1586,1,1
1587,1587,2,0
1588,1588,2,1
1589,1589,2,0
1590,1590,1,0
1591,1591,2,2
1592,1592,1,2
1593,1593,1,1
1594,1594,1,0
1595,1595,3,2
1596,1596,2,2
