id,zone,personId,type,coordX,coordY
133,13,425,"IND",13417.0,14910.0
134,13,432,"IND",10540.0,11694.0
135,13,435,"IND",13166.0,10334.0
136,10,436,"IND",21294.0,18126.0
137,13,437,"IND",13919.0,10414.0
138,2,438,"IND",6042.0,23550.0
139,13,439,"IND",13668.0,10838.0
140,18,441,"IND",11796.0,8630.0
141,12,442,"IND",9421.0,10918.0
142,1,445,"IND",1545.0,24054.0
143,13,446,"IND",14170.0,11342.0
144,13,449,"IND",13280.0,10103.0
145,8,453,"IND",10906.0,17391.0
146,14,455,"IND",18029.0,14175.0
147,13,466,"IND",10655.0,11463.0
148,23,467,"IND",13783.0,607.0
149,13,470,"IND",11408.0,12895.0
150,13,473,"IND",13531.0,14679.0
151,13,478,"IND",11157.0,11967.0
152,13,482,"IND",14285.0,11111.0
153,13,486,"IND",11910.0,13399.0
154,13,488,"IND",14034.0,10183.0
155,18,491,"IND",11659.0,7471.0
156,13,492,"IND",14787.0,11615.0
157,13,495,"IND",12412.0,13902.0
158,13,500,"IND",14536.0,10687.0
159,13,502,"IND",12161.0,14327.0
160,14,507,"IND",19307.0,12502.0
161,13,509,"IND",11932.0,14790.0
162,2,511,"IND",9056.0,21574.0
163,22,513,"IND",6681.0,3862.0
164,13,514,"IND",14809.0,13006.0
165,13,516,"IND",12434.0,10294.0
166,8,518,"IND",14558.0,17078.0
167,13,520,"IND",12183.0,14366.0
168,12,521,"IND",5311.0,13510.0
169,13,522,"IND",12937.0,10798.0
170,3,523,"IND",10060.0,22582.0
171,13,524,"IND",12686.0,14870.0
172,13,529,"IND",10813.0,14014.0
173,13,530,"IND",13439.0,11302.0
174,20,537,"IND",20562.0,8086.0
175,13,539,"IND",13188.0,10374.0
176,13,541,"IND",12298.0,14134.0
177,8,545,"IND",14923.0,16422.0
178,17,549,"IND",7047.0,9558.0
179,13,551,"IND",14672.0,11846.0
180,13,562,"IND",12800.0,14638.0
181,21,570,"IND",426.0,3278.0
182,15,574,"IND",22549.0,10062.0
183,18,576,"IND",10175.0,7350.0
184,13,579,"IND",13302.0,10142.0
185,13,580,"IND",10928.0,13782.0
186,18,582,"IND",13051.0,5566.0
187,13,584,"IND",10677.0,12854.0
188,5,587,"IND",23805.0,20646.0
189,13,589,"IND",11430.0,14286.0
190,12,594,"IND",8553.0,11070.0
191,14,596,"IND",16179.0,13358.0
192,13,598,"IND",13324.0,11533.0
193,23,603,"IND",10950.0,3821.0
194,7,608,"IND",8073.0,16957.0
195,13,613,"IND",10699.0,14245.0
196,13,615,"IND",13827.0,12037.0
197,13,616,"IND",11452.0,14325.0
198,13,621,"IND",13575.0,12461.0
199,13,622,"IND",11201.0,14749.0
200,1,625,"IND",4329.0,22541.0
201,13,627,"IND",11954.0,11181.0
202,15,632,"IND",24078.0,12965.0
203,20,634,"IND",21703.0,5253.0
204,18,636,"IND",14831.0,8045.0
205,14,641,"IND",17456.0,11685.0
206,13,642,"IND",14580.0,13469.0
207,5,644,"IND",22205.0,20757.0
208,17,645,"IND",6316.0,9517.0
209,13,648,"IND",13941.0,11805.0
210,13,649,"IND",11064.0,13590.0
211,9,651,"IND",18690.0,17229.0
212,13,655,"IND",11818.0,10021.0
213,13,665,"IND",14443.0,12309.0
214,13,666,"IND",11567.0,14093.0
215,18,685,"IND",14192.0,7733.0
216,13,691,"IND",12320.0,10525.0
217,14,692,"IND",19945.0,12813.0
218,8,693,"IND",12069.0,19597.0
219,14,694,"IND",19694.0,13237.0
220,13,695,"IND",12822.0,11029.0
221,13,696,"IND",10448.0,13317.0
222,13,701,"IND",12571.0,10101.0
223,13,704,"IND",10197.0,13741.0
224,25,708,"IND",22342.0,1916.0
225,13,709,"IND",14967.0,14204.0
226,20,711,"IND",22091.0,5989.0
227,13,713,"IND",14716.0,13277.0
228,13,720,"IND",12844.0,12420.0
229,13,727,"IND",10470.0,14708.0
230,13,728,"IND",12593.0,11492.0
231,13,730,"IND",10219.0,10132.0
232,13,732,"IND",13346.0,12924.0
233,12,734,"IND",5972.0,10212.0
234,13,737,"IND",13095.0,11996.0
235,14,744,"IND",15721.0,10636.0
236,19,745,"IND",18849.0,8428.0
237,18,750,"IND",11474.0,5716.0
238,18,754,"IND",13597.0,7500.0
239,8,756,"IND",11223.0,16140.0
240,1,762,"IND",333.0,23549.0
241,21,763,"IND",2959.0,2189.0
242,20,765,"IND",20082.0,8973.0
243,8,766,"IND",12708.0,16261.0
244,13,768,"IND",10835.0,14053.0
245,18,769,"IND",13461.0,7693.0
246,8,770,"IND",10584.0,19477.0
247,13,771,"IND",13210.0,11765.0
248,13,772,"IND",11338.0,10909.0
249,13,774,"IND",13963.0,13197.0
250,23,784,"IND",11086.0,4981.0
251,12,786,"IND",8712.0,12269.0
252,20,795,"IND",21840.0,6413.0
253,12,799,"IND",9465.0,13701.0
254,13,808,"IND",11589.0,10485.0
255,13,811,"IND",14214.0,12773.0
256,13,816,"IND",14219.0,11937.0
257,13,818,"IND",11844.0,10577.0
258,15,819,"IND",23968.0,12361.0
259,13,821,"IND",11593.0,14649.0
260,13,826,"IND",14721.0,13793.0
261,13,830,"IND",12346.0,11081.0
262,13,832,"IND",14470.0,12865.0
263,14,833,"IND",17095.0,10153.0
264,13,834,"IND",10223.0,14297.0
265,13,835,"IND",12849.0,11585.0
266,18,837,"IND",14972.0,8369.0
267,8,839,"IND",12598.0,15657.0
268,13,841,"IND",10725.0,14801.0
269,13,842,"IND",13351.0,12089.0
270,13,844,"IND",10474.0,13873.0
271,13,850,"IND",13100.0,11161.0
272,13,851,"IND",12210.0,14921.0
273,13,853,"IND",14835.0,12209.0
274,13,860,"IND",11959.0,10345.0
275,13,862,"IND",14584.0,12633.0
276,21,866,"IND",2712.0,425.0
277,13,868,"IND",10338.0,12713.0
278,13,870,"IND",12461.0,10849.0
279,13,873,"IND",10087.0,13137.0
280,13,874,"IND",13214.0,10929.0
281,13,878,"IND",10840.0,14569.0
282,13,879,"IND",12963.0,11353.0
283,8,880,"IND",10589.0,18641.0
284,13,883,"IND",13717.0,11433.0
285,13,892,"IND",11342.0,10073.0
286,13,893,"IND",13465.0,11857.0
287,18,895,"IND",11091.0,9145.0
288,5,900,"IND",23236.0,22320.0
289,22,901,"IND",5862.0,4608.0
290,13,908,"IND",12985.0,12744.0
291,13,909,"IND",10611.0,10032.0
292,13,911,"IND",13739.0,12824.0
293,1,918,"IND",1364.0,20112.0
294,13,928,"IND",13487.0,13248.0
295,13,930,"IND",11113.0,10536.0
296,13,937,"IND",14241.0,13328.0
297,18,938,"IND",11866.0,5616.0
298,12,939,"IND",8990.0,13752.0
299,13,945,"IND",11615.0,11040.0
300,13,948,"IND",14743.0,13832.0
301,18,951,"IND",12368.0,7472.0
302,10,954,"IND",24492.0,19256.0
303,13,955,"IND",12117.0,11544.0
304,9,956,"IND",16228.0,15305.0
305,8,958,"IND",13853.0,17593.0
306,25,970,"IND",20976.0,4377.0
307,1,978,"IND",3602.0,21665.0
308,18,986,"IND",11730.0,5809.0
309,8,990,"IND",14355.0,18097.0
310,13,991,"IND",11479.0,14881.0
311,18,992,"IND",14104.0,8521.0
312,13,994,"IND",12232.0,11313.0
313,25,995,"IND",24857.0,3601.0
314,13,998,"IND",11981.0,10385.0
315,13,999,"IND",14606.0,14025.0
316,17,1004,"IND",7734.0,6816.0
317,18,1012,"IND",10360.0,9104.0
318,15,1015,"IND",22483.0,10889.0
319,12,1017,"IND",5109.0,14528.0
320,13,1019,"IND",12254.0,12704.0
321,4,1020,"IND",19879.0,24992.0
322,13,1023,"IND",12003.0,11776.0
323,13,1030,"IND",14628.0,14064.0
324,12,1034,"IND",7756.0,13208.0
325,4,1035,"IND",15382.0,20496.0
326,11,1037,"IND",2505.0,12280.0
327,11,1042,"IND",131.0,14568.0
328,12,1045,"IND",8258.0,13712.0
329,13,1047,"IND",10884.0,11000.0
330,1,1048,"IND",3007.0,22784.0
331,19,1049,"IND",15633.0,6424.0
332,13,1050,"IND",13761.0,14215.0
333,11,1054,"IND",1386.0,11503.0
334,13,1056,"IND",13509.0,13288.0
335,13,1061,"IND",11135.0,11928.0
336,8,1062,"IND",10245.0,19336.0
337,14,1063,"IND",17871.0,12976.0
338,12,1066,"IND",9994.0,14760.0
339,16,1067,"IND",2620.0,7048.0
340,4,1069,"IND",15747.0,24840.0
341,13,1071,"IND",13373.0,13480.0
342,13,1072,"IND",10496.0,10264.0
343,13,1075,"IND",13122.0,12552.0
344,13,1076,"IND",11250.0,11696.0
345,13,1080,"IND",13875.0,13984.0
346,18,1086,"IND",10998.0,5768.0
347,13,1088,"IND",13624.0,13056.0
348,13,1091,"IND",11752.0,12200.0
349,20,1094,"IND",24377.0,9488.0
350,13,1095,"IND",11501.0,11272.0
351,13,1097,"IND",14126.0,13560.0
352,16,1100,"IND",1272.0,6735.0
353,8,1104,"IND",13897.0,15375.0
354,4,1108,"IND",16020.0,22159.0
355,4,1109,"IND",18646.0,24447.0
356,13,1110,"IND",11774.0,12239.0
357,13,1111,"IND",14399.0,10879.0
358,24,1116,"IND",16523.0,2663.0
359,13,1121,"IND",14148.0,14951.0
360,19,1122,"IND",17276.0,7743.0
361,9,1123,"IND",19901.0,16383.0
362,13,1129,"IND",12025.0,13167.0
363,10,1134,"IND",24650.0,15455.0
364,13,1135,"IND",12778.0,14599.0
365,13,1139,"IND",10404.0,11887.0
366,13,1145,"IND",12527.0,13671.0
367,13,1146,"IND",10153.0,10959.0
368,10,1149,"IND",24263.0,19719.0
369,13,1154,"IND",11888.0,12007.0
370,21,1157,"IND",4012.0,3791.0
371,5,1158,"IND",21637.0,22431.0
372,13,1166,"IND",14765.0,10223.0
373,14,1169,"IND",17390.0,12511.0
374,5,1171,"IND",24514.0,20647.0
375,7,1172,"IND",7139.0,17935.0
376,15,1173,"IND",20267.0,10727.0
377,13,1175,"IND",12893.0,13015.0
378,13,1177,"IND",10016.0,11151.0
379,13,1181,"IND",12642.0,13439.0
380,14,1182,"IND",15769.0,11231.0
381,13,1185,"IND",13395.0,13519.0
382,13,1191,"IND",10518.0,11655.0
383,13,1192,"IND",13144.0,13943.0
384,14,1193,"IND",18148.0,13108.0
385,13,1197,"IND",10774.0,10396.0
386,2,1198,"IND",7897.0,22180.0
387,13,1201,"IND",10523.0,10820.0
388,16,1203,"IND",3651.0,8612.0
389,13,1204,"IND",11276.0,10900.0
390,21,1205,"IND",3399.0,4036.0
391,10,1206,"IND",21025.0,16324.0
392,21,1208,"IND",4153.0,4115.0
393,13,1209,"IND",11778.0,11403.0
394,10,1212,"IND",23902.0,19540.0
395,13,1213,"IND",11527.0,11828.0
396,17,1214,"IND",9655.0,9619.0
397,13,1215,"IND",12280.0,13259.0
398,13,1219,"IND",14404.0,10043.0
399,13,1220,"IND",12029.0,12331.0
400,3,1222,"IND",11140.0,21092.0
401,13,1225,"IND",13765.0,13380.0
402,23,1226,"IND",10888.0,164.0
403,13,1230,"IND",13514.0,12452.0
404,13,1233,"IND",11642.0,11596.0
405,13,1234,"IND",14267.0,13884.0
406,15,1236,"IND",21391.0,10668.0
407,18,1237,"IND",14016.0,9308.0
408,13,1238,"IND",12144.0,12100.0
409,18,1240,"IND",14769.0,9388.0
410,13,1248,"IND",11893.0,11172.0
411,13,1253,"IND",14518.0,14812.0
412,13,1254,"IND",12646.0,12604.0
413,12,1256,"IND",5272.0,14892.0
414,13,1259,"IND",12395.0,11676.0
415,13,1266,"IND",10021.0,10316.0
416,25,1270,"IND",22166.0,3491.0
417,11,1272,"IND",4791.0,10779.0
418,13,1273,"IND",11915.0,12563.0
419,13,1276,"IND",14540.0,14851.0
420,14,1279,"IND",17668.0,13995.0
421,18,1287,"IND",10294.0,6283.0
422,23,1291,"IND",12417.0,3067.0
423,7,1292,"IND",5043.0,15355.0
424,5,1295,"IND",23170.0,24499.0
425,18,1296,"IND",10796.0,6787.0
426,13,1297,"IND",12919.0,13571.0
427,1,1299,"IND",545.0,22211.0
428,5,1300,"IND",23673.0,20003.0
429,6,1306,"IND",1298.0,17291.0
430,10,1308,"IND",23421.0,19075.0
431,13,1312,"IND",11047.0,12715.0
432,23,1316,"IND",10157.0,123.0
433,13,1317,"IND",12783.0,13763.0
434,13,1318,"IND",14906.0,10547.0
435,13,1319,"IND",12532.0,12835.0
436,13,1321,"IND",10659.0,10627.0
437,4,1323,"IND",18285.0,24267.0
438,20,1329,"IND",20408.0,6051.0
439,13,1331,"IND",13034.0,13339.0
440,13,1334,"IND",11162.0,11131.0
441,5,1338,"IND",23787.0,24771.0
442,13,1343,"IND",10910.0,11555.0
443,8,1350,"IND",13536.0,18843.0
444,9,1353,"IND",16664.0,17987.0
445,13,1358,"IND",14289.0,10275.0
446,13,1364,"IND",11413.0,12059.0
447,13,1370,"IND",14038.0,14347.0
448,13,1371,"IND",11184.0,12522.0
449,8,1376,"IND",13809.0,16162.0
450,12,1382,"IND",5932.0,12946.0
451,6,1383,"IND",3558.0,15234.0
452,11,1392,"IND",1686.0,13026.0
453,13,1394,"IND",14311.0,11666.0
454,13,1395,"IND",11435.0,13450.0
455,8,1399,"IND",14060.0,15738.0
456,8,1401,"IND",12188.0,18530.0
457,8,1410,"IND",14813.0,17170.0
458,13,1412,"IND",11937.0,13954.0
459,16,1423,"IND",4562.0,6242.0
460,2,1425,"IND",7690.0,24034.0
461,20,1432,"IND",20316.0,7674.0
462,13,1434,"IND",12439.0,14458.0
463,13,1436,"IND",10065.0,11746.0
464,13,1442,"IND",14175.0,10507.0
465,19,1443,"IND",16800.0,7795.0
466,13,1446,"IND",13924.0,14579.0
467,10,1447,"IND",21549.0,18219.0
468,13,1448,"IND",14677.0,11011.0
469,18,1449,"IND",12302.0,8299.0
470,13,1452,"IND",14426.0,10083.0
471,13,1460,"IND",12051.0,13723.0
472,13,1464,"IND",10179.0,11515.0
473,18,1469,"IND",12805.0,8802.0
474,6,1480,"IND",4928.0,16939.0
475,12,1485,"IND",7554.0,14227.0
476,13,1493,"IND",10681.0,12018.0
477,21,1499,"IND",3307.0,4306.0
478,13,1501,"IND",10430.0,12442.0
479,13,1519,"IND",13056.0,14730.0
480,13,1520,"IND",10201.0,12906.0
481,22,1532,"IND",7827.0,194.0
482,18,1534,"IND",14950.0,6978.0
483,13,1537,"IND",12576.0,10618.0
484,5,1539,"IND",20703.0,23410.0
485,13,1541,"IND",13329.0,10698.0
486,6,1543,"IND",452.0,17482.0
487,20,1544,"IND",23078.0,6122.0
488,12,1545,"IND",6206.0,13914.0
489,14,1548,"IND",18831.0,11202.0
490,13,1549,"IND",10954.0,12986.0
491,16,1557,"IND",3580.0,6626.0
492,13,1559,"IND",11708.0,14417.0
493,16,1562,"IND",4333.0,6705.0
494,13,1563,"IND",11457.0,14841.0
495,14,1567,"IND",19082.0,12129.0
496,13,1568,"IND",13192.0,10890.0
497,13,1569,"IND",10818.0,13178.0
498,13,1575,"IND",12941.0,14962.0
499,20,1577,"IND",20567.0,7250.0
500,25,1578,"IND",23695.0,1394.0
501,13,1581,"IND",11320.0,13682.0
502,13,1583,"IND",13443.0,10466.0
503,14,1586,"IND",16069.0,12754.0
504,13,1587,"IND",14197.0,11898.0
505,25,1588,"IND",21822.0,4186.0
506,2,1592,"IND",8946.0,20970.0
507,21,1593,"IND",1571.0,3258.0
508,13,1599,"IND",14699.0,12402.0
509,12,1603,"IND",7324.0,14690.0
510,13,1606,"IND",14448.0,11474.0
511,22,1613,"IND",7073.0,114.0
512,13,1617,"IND",10641.0,13969.0
513,18,1619,"IND",13267.0,6257.0
514,13,1625,"IND",10390.0,14393.0
515,13,1626,"IND",13016.0,11681.0
516,13,1630,"IND",11143.0,14473.0
517,13,1631,"IND",13769.0,11761.0
518,5,1634,"IND",20892.0,24897.0
519,13,1635,"IND",13518.0,12185.0
520,18,1637,"IND",11645.0,9977.0
521,13,1638,"IND",14271.0,12265.0
522,13,1639,"IND",11394.0,10401.0
523,13,1641,"IND",14020.0,12689.0
524,13,1645,"IND",12148.0,10481.0
525,13,1647,"IND",14773.0,14121.0
526,13,1650,"IND",11897.0,10905.0
527,22,1653,"IND",9522.0,3193.0
528,24,1659,"IND",18632.0,1954.0
529,13,1661,"IND",11258.0,14242.0
530,14,1667,"IND",18381.0,11026.0
531,20,1668,"IND",21007.0,9666.0
532,12,1671,"IND",9134.0,12458.0
533,13,1673,"IND",11760.0,14746.0
534,13,1677,"IND",13883.0,11530.0
535,12,1685,"IND",6509.0,10170.0
536,12,1694,"IND",9637.0,12962.0
537,13,1698,"IND",12262.0,10250.0
538,3,1700,"IND",14386.0,22034.0
539,14,1702,"IND",17011.0,10674.0
540,1,1718,"IND",139.0,23466.0
541,18,1720,"IND",12764.0,5753.0
542,8,1721,"IND",14888.0,17538.0
543,12,1728,"IND",7513.0,11178.0
544,12,1733,"IND",9659.0,14353.0
545,13,1736,"IND",12284.0,11641.0
546,25,1744,"IND",24408.0,3425.0
547,17,1745,"IND",7033.0,5713.0
548,13,1748,"IND",10161.0,14857.0
549,18,1750,"IND",12786.0,7145.0
550,13,1751,"IND",14910.0,13929.0
551,13,1753,"IND",12535.0,11217.0
552,13,1757,"IND",10663.0,10361.0
553,8,1758,"IND",13289.0,17649.0
554,14,1760,"IND",15412.0,14433.0
555,4,1769,"IND",18038.0,23073.0
556,16,1778,"IND",1165.0,5865.0
557,14,1780,"IND",18791.0,13153.0
558,21,1781,"IND",914.0,4937.0
559,13,1785,"IND",13540.0,13577.0
560,21,1795,"IND",2650.0,985.0
561,13,1803,"IND",10275.0,14625.0
562,13,1808,"IND",12399.0,11409.0
563,6,1813,"IND",24.0,18697.0
564,4,1815,"IND",18152.0,21489.0
565,21,1816,"IND",778.0,129.0
566,7,1818,"IND",7901.0,16913.0
567,15,1827,"IND",20527.0,14201.0
568,13,1832,"IND",13654.0,13345.0
569,15,1835,"IND",21280.0,10633.0
570,10,1839,"IND",23403.0,17417.0
571,13,1841,"IND",11029.0,14705.0
572,4,1845,"IND",19156.0,23849.0
573,8,1848,"IND",11782.0,16137.0
574,1,1853,"IND",3905.0,22921.0
575,21,1857,"IND",1531.0,209.0
576,10,1858,"IND",23676.0,18384.0
577,13,1859,"IND",11302.0,12024.0
578,13,1862,"IND",13425.0,13808.0
579,13,1864,"IND",11051.0,11096.0
580,15,1866,"IND",24178.0,13888.0
581,19,1876,"IND",16804.0,7528.0
582,12,1880,"IND",8927.0,14312.0
583,13,1884,"IND",11553.0,11600.0
584,13,1885,"IND",14681.0,14392.0
585,1,1887,"IND",2306.0,23032.0
586,22,1889,"IND",9430.0,4816.0
587,13,1893,"IND",12055.0,12104.0
588,24,1895,"IND",15183.0,1248.0
589,19,1900,"IND",17808.0,8536.0
590,13,1911,"IND",14932.0,10320.0
591,11,1914,"IND",2557.0,12608.0
592,13,1915,"IND",11667.0,11368.0
593,13,1921,"IND",14293.0,13656.0
594,10,1924,"IND",21416.0,15440.0
595,6,1927,"IND",4042.0,19080.0
596,12,1929,"IND",7170.0,11872.0
597,13,1932,"IND",14795.0,14160.0
598,12,1934,"IND",6919.0,12296.0
599,13,1935,"IND",14544.0,14584.0
600,18,1939,"IND",12672.0,7376.0
601,13,1941,"IND",10297.0,14664.0
602,14,1942,"IND",17421.0,12800.0
603,14,1945,"IND",15046.0,10088.0
604,13,1949,"IND",13174.0,12880.0
605,13,1954,"IND",10800.0,10168.0
606,13,1960,"IND",12923.0,13304.0
607,13,1965,"IND",10549.0,10592.0
608,9,1971,"IND",17694.0,18767.0
609,13,1974,"IND",10319.0,11055.0
610,13,1978,"IND",12443.0,12840.0
611,25,1979,"IND",20068.0,1479.0
612,11,1981,"IND",3196.0,14271.0
613,13,1983,"IND",10822.0,11559.0
614,13,1984,"IND",12945.0,13343.0
615,13,1986,"IND",10571.0,11983.0
616,13,1990,"IND",13698.0,14775.0
617,13,1991,"IND",11324.0,12063.0
618,22,1993,"IND",8447.0,199.0
619,13,1999,"IND",11073.0,12487.0
620,18,2000,"IND",14200.0,5279.0
621,14,2001,"IND",16826.0,12567.0
622,17,2003,"IND",8949.0,5703.0
623,8,2004,"IND",11575.0,17991.0
624,12,2008,"IND",5685.0,11752.0
625,13,2010,"IND",13311.0,14040.0
626,18,2015,"IND",10434.0,5824.0
627,13,2018,"IND",13060.0,13112.0
628,13,2019,"IND",11187.0,12256.0
629,13,2020,"IND",13813.0,14544.0
630,13,2021,"IND",10936.0,11328.0
631,6,2025,"IND",3562.0,18616.0
632,22,2027,"IND",6689.0,2760.0
633,13,2029,"IND",14315.0,10048.0
634,7,2035,"IND",6438.0,16832.0
635,13,2038,"IND",14064.0,14120.0
636,21,2039,"IND",2192.0,3264.0
637,13,2043,"IND",14817.0,10552.0
638,13,2047,"IND",11941.0,12336.0
639,13,2048,"IND",14566.0,10976.0
640,16,2051,"IND",4571.0,5140.0
641,13,2057,"IND",12196.0,12428.0
642,13,2058,"IND",14320.0,14212.0
643,13,2059,"IND",11945.0,11500.0
644,13,2060,"IND",10073.0,10644.0
645,13,2064,"IND",12698.0,12932.0
646,22,2068,"IND",9822.0,4716.0
647,4,2069,"IND",17447.0,22004.0
648,13,2079,"IND",10575.0,11148.0
649,13,2085,"IND",13201.0,13436.0
650,5,2089,"IND",20324.0,20220.0
651,12,2095,"IND",7950.0,13860.0
652,13,2099,"IND",11077.0,11652.0
653,14,2101,"IND",18703.0,13940.0
654,13,2102,"IND",10826.0,10724.0
655,13,2108,"IND",13452.0,14364.0
656,13,2109,"IND",12562.0,11772.0
657,11,2113,"IND",187.0,10412.0
658,13,2116,"IND",12311.0,12196.0
659,5,2119,"IND",24936.0,24484.0
660,13,2121,"IND",13064.0,12276.0
661,12,2122,"IND",5690.0,10916.0
662,17,2132,"IND",7813.0,7700.0
663,13,2133,"IND",10439.0,14988.0
664,13,2137,"IND",13566.0,12780.0
665,22,2143,"IND",6192.0,1420.0
666,8,2145,"IND",13315.0,18204.0
667,13,2155,"IND",10941.0,10492.0
668,1,2157,"IND",4069.0,24636.0
669,13,2161,"IND",11694.0,11924.0
670,13,2163,"IND",13817.0,13708.0
671,6,2170,"IND",1443.0,15996.0
672,12,2171,"IND",8588.0,14171.0
673,1,2172,"IND",1214.0,22811.0
674,13,2180,"IND",13337.0,14595.0
675,13,2184,"IND",10963.0,11883.0
676,18,2192,"IND",14090.0,9675.0
677,1,2195,"IND",1716.0,23315.0
678,10,2198,"IND",23839.0,15099.0
679,13,2202,"IND",11465.0,12387.0
680,22,2207,"IND",9593.0,179.0
681,21,2208,"IND",2218.0,3819.0
