id,hhid,age,gender,relationShip,occupation,driversLicense,workplace,income
54,28,0,1,"child",3,false,-1,0
55,29,44,1,"married",1,true,30,2000
56,29,39,2,"married",2,false,-1,500
57,29,9,2,"child",3,false,-1,0
58,30,30,1,"married",2,false,-1,500
59,30,26,2,"married",1,true,31,2000
60,30,0,1,"child",3,false,-1,0
61,31,49,1,"married",2,false,-1,500
62,31,46,2,"married",1,true,32,2000
63,32,32,2,"single",2,false,-1,500
64,33,63,1,"married",1,true,33,2000
65,33,63,2,"married",1,true,34,2000
66,33,18,2,"child",3,false,-1,0
67,34,70,1,"married",1,true,35,2000
68,34,67,2,"married",1,true,36,2000
69,35,72,1,"single",2,false,-1,500
70,36,25,2,"single",1,true,37,2000
71,37,31,1,"married",1,true,38,2000
72,37,26,2,"married",2,false,-1,500
73,37,7,2,"child",3,false,-1,0
74,38,53,1,"single",1,true,39,2000
75,39,70,1,"married",1,true,40,2000
76,39,66,2,"married",2,false,-1,500
77,40,62,2,"single",1,true,41,2000
78,41,64,1,"married",1,true,42,2000
79,41,60,2,"married",1,true,43,2000
80,41,4,1,"child",3,false,-1,0
81,42,65,1,"married",2,false,-1,500
82,42,65,2,"married",2,false,-1,500
83,43,61,1,"married",2,false,-1,500
84,43,57,2,"married",2,false,-1,500
85,44,49,1,"married",1,true,44,2000
86,44,47,2,"married",1,true,45,2000
87,44,5,1,"child",3,false,-1,0
88,45,34,1,"single",1,true,46,2000
89,46,64,1,"married",1,true,47,2000
90,46,59,2,"married",1,true,48,2000
91,46,18,1,"child",3,false,-1,0
92,47,20,2,"single",1,true,49,2000
93,48,35,1,"married",2,false,-1,500
94,48,32,2,"married",2,false,-1,500
95,48,9,2,"child",3,false,-1,0
96,49,49,1,"married",1,true,50,2000
97,49,45,2,"married",2,false,-1,500
98,49,8,1,"child",3,false,-1,0
99,50,63,1,"married",1,true,51,2000
100,50,59,2,"married",2,false,-1,500
101,50,15,1,"child",3,false,-1,0
102,51,45,1,"married",1,true,52,2000
103,51,41,2,"married",2,false,-1,500
104,52,59,1,"married",1,true,53,2000
105,52,57,2,"married",2,false,-1,500
106,52,18,1,"child",3,false,-1,0
107,53,38,2,"single",2,false,-1,500
108,54,24,2,"single",2,false,-1,500
109,55,54,1,"married",2,false,-1,500
110,55,50,2,"married",2,false,-1,500
111,55,1,2,"child",3,false,-1,0
112,56,37,2,"single",1,true,54,2000
113,57,40,1,"married",1,true,55,2000
114,57,36,2,"married",1,true,56,2000
115,57,2,1,"child",3,false,-1,0
116,58,29,1,"married",1,true,57,2000
117,58,26,2,"married",1,true,58,2000
118,58,5,2,"child",3,false,-1,0
119,59,31,1,"single",1,true,59,2000
120,60,22,1,"married",1,true,60,2000
121,60,17,2,"married",1,true,61,2000
122,61,46,2,"single",2,false,-1,500
123,62,71,1,"married",1,true,62,2000
124,62,71,2,"married",2,false,-1,500
125,63,38,1,"married",1,true,63,2000
126,63,34,2,"married",1,true,64,2000
127,64,35,2,"single",1,true,65,2000
128,65,77,1,"married",1,true,66,2000
129,65,72,2,"married",2,false,-1,500
130,65,18,1,"child",3,false,-1,0
131,66,37,1,"married",2,false,-1,500
132,66,37,2,"married",2,false,-1,500
133,66,7,2,"child",3,false,-1,0
134,67,20,1,"married",1,true,67,2000
135,67,15,2,"married",1,true,68,2000
136,67,0,1,"child",3,false,-1,0
137,68,73,1,"single",1,true,69,2000
138,69,42,1,"married",2,false,-1,500
139,69,41,2,"married",2,false,-1,500
140,69,15,1,"child",3,false,-1,0
141,70,54,1,"single",1,true,70,2000
142,71,61,2,"single",1,true,71,2000
143,72,51,1,"married",1,true,72,2000
144,72,49,2,"married",1,true,73,2000
145,73,23,1,"married",1,true,74,2000
146,73,18,2,"married",2,false,-1,500
147,73,0,2,"child",3,false,-1,0
148,74,43,1,"single",1,true,75,2000
149,75,38,1,"married",1,true,76,2000
150,75,34,2,"married",2,false,-1,500
151,75,3,2,"child",3,false,-1,0
152,76,62,2,"single",1,true,77,2000
153,77,38,2,"single",1,true,78,2000
154,78,53,1,"married",1,true,79,2000
155,78,49,2,"married",2,false,-1,500
156,78,18,1,"child",3,false,-1,0
157,79,61,1,"married",1,true,80,2000
158,79,60,2,"married",1,true,81,2000
159,79,13,1,"child",3,false,-1,0
160,80,79,1,"married",2,false,-1,500
161,80,75,2,"married",2,false,-1,500
162,80,18,1,"child",3,false,-1,0
163,81,72,1,"married",2,false,-1,500
164,81,68,2,"married",1,true,82,2000
165,81,18,1,"child",3,false,-1,0
166,82,51,1,"single",2,false,-1,500
167,83,68,2,"single",1,true,83,2000
168,84,78,1,"married",1,true,84,2000
169,84,77,2,"married",1,true,85,2000
170,85,68,2,"single",1,true,86,2000
171,86,68,1,"married",1,true,87,2000
172,86,67,2,"married",1,true,88,2000
173,86,18,1,"child",3,false,-1,0
174,87,76,1,"married",2,false,-1,500
175,87,74,2,"married",2,false,-1,500
176,88,27,1,"single",2,false,-1,500
177,89,28,1,"single",2,false,-1,500
178,90,79,1,"single",1,true,89,2000
179,91,48,1,"single",2,false,-1,500
180,92,45,1,"married",2,false,-1,500
181,92,44,2,"married",2,false,-1,500
182,92,10,2,"child",3,false,-1,0
183,93,70,1,"married",1,true,90,2000
184,93,70,2,"married",2,false,-1,500
185,94,42,1,"single",1,true,91,2000
186,95,33,1,"married",1,true,92,2000
187,95,32,2,"married",2,false,-1,500
188,95,9,2,"child",3,false,-1,0
189,96,50,1,"married",1,true,93,2000
190,96,49,2,"married",2,false,-1,500
191,96,17,1,"child",3,false,-1,0
192,97,58,1,"single",1,true,94,2000
193,98,20,2,"single",2,false,-1,500
194,99,48,1,"married",1,true,95,2000
195,99,46,2,"married",2,false,-1,500
196,100,35,2,"single",1,true,96,2000
197,101,43,1,"married",1,true,97,2000
198,101,38,2,"married",1,true,98,2000
199,101,2,2,"child",3,false,-1,0
200,102,25,1,"married",1,true,99,2000
201,102,23,2,"married",1,true,100,2000
202,102,3,1,"child",3,false,-1,0
203,103,37,1,"married",1,true,101,2000
204,103,35,2,"married",2,false,-1,500
205,103,5,2,"child",3,false,-1,0
206,104,63,1,"married",1,true,102,2000
207,104,62,2,"married",1,true,103,2000
208,105,34,1,"married",1,true,104,2000
209,105,29,2,"married",2,false,-1,500
210,106,35,1,"married",1,true,105,2000
211,106,34,2,"married",2,false,-1,500
212,107,30,1,"married",1,true,106,2000
213,107,29,2,"married",1,true,107,2000
214,108,62,1,"single",1,true,108,2000
215,109,55,1,"single",2,false,-1,500
216,110,72,1,"single",2,false,-1,500
217,111,74,1,"married",1,true,109,2000
218,111,73,2,"married",2,false,-1,500
219,111,7,2,"child",3,false,-1,0
220,112,61,2,"single",1,true,110,2000
221,113,63,1,"single",2,false,-1,500
222,114,21,1,"married",1,true,111,2000
223,114,19,2,"married",1,true,112,2000
224,115,39,1,"married",1,true,113,2000
225,115,35,2,"married",1,true,114,2000
226,116,39,2,"single",2,false,-1,500
227,117,60,1,"married",1,true,115,2000
228,117,58,2,"married",2,false,-1,500
229,117,6,1,"child",3,false,-1,0
230,118,38,1,"married",1,true,116,2000
231,118,37,2,"married",1,true,117,2000
232,119,24,1,"married",1,true,118,2000
233,119,19,2,"married",2,false,-1,500
234,119,0,1,"child",3,false,-1,0
235,120,48,1,"married",2,false,-1,500
236,120,45,2,"married",1,true,119,2000
237,120,18,1,"child",3,false,-1,0
238,121,43,2,"single",2,false,-1,500
239,122,45,2,"single",1,true,120,2000
240,123,30,2,"single",2,false,-1,500
241,124,74,1,"married",1,true,121,2000
242,124,69,2,"married",1,true,122,2000
243,125,54,1,"married",2,false,-1,500
244,125,50,2,"married",2,false,-1,500
245,125,18,2,"child",3,false,-1,0
246,126,26,1,"single",1,true,123,2000
247,127,45,2,"single",2,false,-1,500
248,128,49,1,"single",1,true,124,2000
249,129,59,2,"single",1,true,125,2000
250,130,62,1,"single",2,false,-1,500
251,131,47,2,"single",1,true,126,2000
252,132,79,1,"married",1,true,127,2000
253,132,76,2,"married",2,false,-1,500
254,132,2,1,"child",3,false,-1,0
255,133,39,1,"married",1,true,128,2000
256,133,34,2,"married",2,false,-1,500
257,133,1,2,"child",3,false,-1,0
258,134,55,2,"single",1,true,129,2000
259,135,45,1,"married",2,false,-1,500
260,135,41,2,"married",2,false,-1,500
261,136,79,1,"married",2,false,-1,500
262,136,75,2,"married",1,true,130,2000
263,137,53,1,"married",1,true,131,2000
264,137,48,2,"married",1,true,132,2000
265,138,68,1,"single",1,true,133,2000
266,139,35,1,"married",1,true,134,2000
267,139,35,2,"married",1,true,135,2000
268,139,12,2,"child",3,false,-1,0
269,140,54,1,"single",1,true,136,2000
270,141,51,1,"married",1,true,137,2000
271,141,47,2,"married",2,false,-1,500
272,142,31,1,"married",1,true,138,2000
273,142,31,2,"married",1,true,139,2000
274,142,11,1,"child",3,false,-1,0
275,143,67,2,"single",1,true,140,2000
276,144,49,1,"married",1,true,141,2000
277,144,49,2,"married",2,false,-1,500
278,144,16,1,"child",3,false,-1,0
279,145,67,1,"married",1,true,142,2000
280,145,65,2,"married",1,true,143,2000
281,145,18,1,"child",3,false,-1,0
282,146,72,1,"married",1,true,144,2000
283,146,69,2,"married",2,false,-1,500
284,147,41,1,"married",1,true,145,2000
285,147,36,2,"married",1,true,146,2000
286,148,41,2,"single",1,true,147,2000
287,149,69,1,"married",1,true,148,2000
288,149,65,2,"married",2,false,-1,500
289,149,18,2,"child",3,false,-1,0
290,150,41,1,"single",1,true,149,2000
291,151,25,2,"single",2,false,-1,500
292,152,61,1,"married",1,true,150,2000
293,152,58,2,"married",2,false,-1,500
294,153,75,1,"single",1,true,151,2000
295,154,47,1,"married",2,false,-1,500
296,154,44,2,"married",2,false,-1,500
297,154,5,1,"child",3,false,-1,0
298,155,22,1,"married",2,false,-1,500
299,155,17,2,"married",2,false,-1,500
300,156,67,1,"married",1,true,152,2000
301,156,66,2,"married",2,false,-1,500
302,156,18,1,"child",3,false,-1,0
303,157,55,1,"single",1,true,153,2000
304,158,35,1,"married",2,false,-1,500
305,158,34,2,"married",2,false,-1,500
306,158,10,2,"child",3,false,-1,0
307,159,46,1,"single",2,false,-1,500
308,160,67,1,"married",1,true,154,2000
309,160,65,2,"married",1,true,155,2000
310,160,18,1,"child",3,false,-1,0
311,161,30,1,"married",2,false,-1,500
312,161,28,2,"married",2,false,-1,500
313,161,0,1,"child",3,false,-1,0
314,162,68,1,"married",1,true,156,2000
315,162,67,2,"married",1,true,157,2000
316,162,11,2,"child",3,false,-1,0
317,163,65,1,"married",1,true,158,2000
318,163,62,2,"married",1,true,159,2000
319,163,18,1,"child",3,false,-1,0
320,164,79,2,"single",1,true,160,2000
321,165,34,1,"single",2,false,-1,500
322,166,30,1,"single",1,true,161,2000
323,167,62,2,"single",1,true,162,2000
324,168,50,1,"married",1,true,163,2000
325,168,46,2,"married",2,false,-1,500
326,168,12,2,"child",3,false,-1,0
327,169,50,1,"married",2,false,-1,500
328,169,48,2,"married",2,false,-1,500
329,169,15,2,"child",3,false,-1,0
330,170,24,2,"single",1,true,164,2000
331,171,65,1,"single",2,false,-1,500
332,172,35,2,"single",2,false,-1,500
333,173,76,1,"married",1,true,165,2000
334,173,71,2,"married",2,false,-1,500
335,173,1,2,"child",3,false,-1,0
336,174,51,2,"single",1,true,166,2000
337,175,61,1,"married",1,true,167,2000
338,175,60,2,"married",2,false,-1,500
339,175,12,1,"child",3,false,-1,0
340,176,54,1,"married",2,false,-1,500
341,176,51,2,"married",1,true,168,2000
342,176,18,2,"child",3,false,-1,0
343,177,36,1,"married",2,false,-1,500
344,177,36,2,"married",2,false,-1,500
345,178,54,1,"married",1,true,169,2000
346,178,53,2,"married",2,false,-1,500
347,178,18,1,"child",3,false,-1,0
348,179,50,1,"married",1,true,170,2000
349,179,49,2,"married",1,true,171,2000
350,179,18,2,"child",3,false,-1,0
351,180,63,1,"single",1,true,172,2000
352,181,54,1,"single",2,false,-1,500
353,182,26,1,"married",1,true,173,2000
354,182,23,2,"married",1,true,174,2000
355,183,42,1,"married",1,true,175,2000
356,183,41,2,"married",2,false,-1,500
357,183,18,2,"child",3,false,-1,0
358,184,46,1,"married",1,true,176,2000
359,184,44,2,"married",2,false,-1,500
360,184,18,2,"child",3,false,-1,0
361,185,78,1,"married",1,true,177,2000
362,185,78,2,"married",2,false,-1,500
363,185,18,2,"child",3,false,-1,0
364,186,29,1,"married",2,false,-1,500
365,186,27,2,"married",1,true,178,2000
366,187,33,1,"single",1,true,179,2000
367,188,74,1,"single",1,true,180,2000
368,189,49,1,"married",2,false,-1,500
369,189,44,2,"married",1,true,181,2000
370,189,18,1,"child",3,false,-1,0
371,190,77,1,"married",1,true,182,2000
372,190,72,2,"married",2,false,-1,500
373,191,78,1,"married",2,false,-1,500
374,191,77,2,"married",1,true,183,2000
375,192,26,1,"married",2,false,-1,500
376,192,25,2,"married",2,false,-1,500
377,192,5,1,"child",3,false,-1,0
378,193,37,1,"married",1,true,184,2000
379,193,36,2,"married",1,true,185,2000
380,193,14,2,"child",3,false,-1,0
381,194,66,1,"married",1,true,186,2000
382,194,65,2,"married",2,false,-1,500
383,194,18,1,"child",3,false,-1,0
384,195,40,2,"single",1,true,187,2000
385,196,79,1,"married",1,true,188,2000
386,196,79,2,"married",2,false,-1,500
387,197,79,1,"married",2,false,-1,500
388,197,75,2,"married",1,true,189,2000
389,198,53,1,"married",1,true,190,2000
390,198,50,2,"married",1,true,191,2000
391,198,18,2,"child",3,false,-1,0
392,199,73,1,"married",1,true,192,2000
393,199,73,2,"married",2,false,-1,500
394,199,18,1,"child",3,false,-1,0
395,200,34,1,"single",1,true,193,2000
396,201,76,1,"married",2,false,-1,500
397,201,71,2,"married",2,false,-1,500
398,202,67,1,"single",1,true,194,2000
399,203,65,1,"married",2,false,-1,500
400,203,61,2,"married",1,true,195,2000
401,203,18,2,"child",3,false,-1,0
402,204,70,1,"married",1,true,196,2000
403,204,68,2,"married",2,false,-1,500
404,205,70,1,"married",1,true,197,2000
405,205,70,2,"married",2,false,-1,500
406,206,61,1,"married",1,true,198,2000
407,206,60,2,"married",1,true,199,2000
408,207,22,1,"married",1,true,200,2000
409,207,18,2,"married",2,false,-1,500
410,207,0,2,"child",3,false,-1,0
411,208,70,1,"married",1,true,201,2000
412,208,70,2,"married",1,true,202,2000
413,208,2,1,"child",3,false,-1,0
414,209,44,1,"married",1,true,203,2000
415,209,40,2,"married",2,false,-1,500
416,209,3,2,"child",3,false,-1,0
417,210,38,1,"married",1,true,204,2000
418,210,34,2,"married",2,false,-1,500
419,210,13,2,"child",3,false,-1,0
420,211,55,1,"married",1,true,205,2000
421,211,52,2,"married",2,false,-1,500
422,211,2,2,"child",3,false,-1,0
423,212,56,1,"single",1,true,206,2000
424,213,65,1,"single",2,false,-1,500
425,214,30,1,"single",1,true,207,2000
426,215,66,1,"single",2,false,-1,500
427,216,32,1,"single",1,true,208,2000
428,217,45,1,"married",1,true,209,2000
429,217,45,2,"married",1,true,210,2000
430,218,67,1,"married",1,true,211,2000
431,218,67,2,"married",1,true,212,2000
432,219,41,2,"single",1,true,213,2000
433,220,37,1,"married",1,true,214,2000
434,220,33,2,"married",2,false,-1,500
435,220,11,1,"child",3,false,-1,0
436,221,30,1,"married",1,true,215,2000
437,221,30,2,"married",2,false,-1,500
438,221,0,2,"child",3,false,-1,0
439,222,52,1,"married",1,true,216,2000
440,222,48,2,"married",1,true,217,2000
441,222,4,2,"child",3,false,-1,0
442,223,25,1,"married",2,false,-1,500
443,223,23,2,"married",1,true,218,2000
444,223,2,2,"child",3,false,-1,0
445,224,52,1,"single",1,true,219,2000
446,225,33,2,"single",1,true,220,2000
447,226,32,2,"single",2,false,-1,500
448,227,20,2,"single",1,true,221,2000
449,228,41,1,"married",1,true,222,2000
450,228,38,2,"married",1,true,223,2000
451,228,17,2,"child",3,false,-1,0
452,229,43,1,"married",2,false,-1,500
453,229,42,2,"married",1,true,224,2000
454,229,18,2,"child",3,false,-1,0
455,230,39,2,"single",1,true,225,2000
456,231,65,1,"single",1,true,226,2000
457,232,66,2,"single",1,true,227,2000
458,233,33,1,"married",2,false,-1,500
459,233,32,2,"married",1,true,228,2000
460,234,50,1,"married",1,true,229,2000
461,234,49,2,"married",2,false,-1,500
462,234,8,1,"child",3,false,-1,0
463,235,59,1,"married",2,false,-1,500
464,235,54,2,"married",1,true,230,2000
465,235,18,2,"child",3,false,-1,0
466,236,48,2,"single",2,false,-1,500
467,237,56,1,"married",1,true,231,2000
468,237,56,2,"married",1,true,232,2000
469,237,15,2,"child",3,false,-1,0
470,238,65,2,"single",1,true,233,2000
471,239,45,1,"married",2,false,-1,500
472,239,44,2,"married",1,true,234,2000
473,239,6,1,"child",3,false,-1,0
474,240,63,1,"single",1,true,235,2000
475,241,23,1,"married",2,false,-1,500
476,241,20,2,"married",2,false,-1,500
477,242,72,1,"married",1,true,236,2000
478,242,68,2,"married",1,true,237,2000
479,243,58,1,"married",1,true,238,2000
480,243,57,2,"married",1,true,239,2000
481,244,68,2,"single",2,false,-1,500
482,245,29,2,"single",2,false,-1,500
483,246,57,1,"married",1,true,240,2000
484,246,57,2,"married",2,false,-1,500
485,247,64,1,"single",2,false,-1,500
486,248,32,1,"married",1,true,241,2000
487,248,29,2,"married",1,true,242,2000
488,249,22,1,"married",2,false,-1,500
489,249,19,2,"married",1,true,243,2000
490,249,0,2,"child",3,false,-1,0
491,250,79,1,"married",1,true,244,2000
492,250,76,2,"married",2,false,-1,500
493,250,18,2,"child",3,false,-1,0
494,251,55,1,"married",2,false,-1,500
495,251,50,2,"married",1,true,245,2000
496,251,15,2,"child",3,false,-1,0
497,252,37,1,"married",1,true,246,2000
498,252,35,2,"married",2,false,-1,500
499,253,71,1,"single",1,true,247,2000
500,254,73,1,"single",1,true,248,2000
501,255,58,1,"single",2,false,-1,500
502,256,58,2,"single",1,true,249,2000
503,257,52,1,"married",1,true,250,2000
504,257,52,2,"married",1,true,251,2000
505,257,18,1,"child",3,false,-1,0
506,258,63,1,"single",1,true,252,2000
507,259,46,1,"married",2,false,-1,500
508,259,42,2,"married",1,true,253,2000
509,259,14,1,"child",3,false,-1,0
510,260,23,1,"married",2,false,-1,500
511,260,18,2,"married",2,false,-1,500
512,260,0,2,"child",3,false,-1,0
513,261,54,2,"single",1,true,254,2000
514,262,27,1,"married",1,true,255,2000
515,262,27,2,"married",1,true,256,2000
516,262,1,1,"child",3,false,-1,0
517,263,24,1,"single",1,true,257,2000
518,264,75,2,"single",1,true,258,2000
519,265,78,2,"single",1,true,259,2000
520,266,30,1,"married",2,false,-1,500
521,266,29,2,"married",1,true,260,2000
522,266,4,2,"child",3,false,-1,0
523,267,74,1,"single",1,true,261,2000
524,268,48,1,"single",1,true,262,2000
525,269,64,1,"married",2,false,-1,500
526,269,64,2,"married",1,true,263,2000
527,269,12,1,"child",3,false,-1,0
528,270,76,1,"single",1,true,264,2000
529,271,71,1,"married",1,true,265,2000
530,271,69,2,"married",2,false,-1,500
531,272,30,2,"single",1,true,266,2000
532,273,62,2,"single",1,true,267,2000
533,274,70,1,"married",1,true,268,2000
534,274,68,2,"married",2,false,-1,500
535,274,18,2,"child",3,false,-1,0
536,275,66,1,"single",1,true,269,2000
537,276,62,1,"married",1,true,270,2000
538,276,59,2,"married",1,true,271,2000
539,277,24,1,"married",1,true,272,2000
540,277,23,2,"married",1,true,273,2000
541,277,3,2,"child",3,false,-1,0
542,278,38,1,"married",1,true,274,2000
543,278,35,2,"married",1,true,275,2000
544,279,63,1,"married",2,false,-1,500
545,279,62,2,"married",2,false,-1,500
546,279,18,2,"child",3,false,-1,0
547,280,58,1,"married",1,true,276,2000
548,280,57,2,"married",2,false,-1,500
549,281,23,2,"single",1,true,277,2000
550,282,62,1,"married",1,true,278,2000
551,282,57,2,"married",1,true,279,2000
552,282,8,2,"child",3,false,-1,0
553,283,33,2,"single",1,true,280,2000
554,284,51,2,"single",1,true,281,2000
555,285,22,2,"single",2,false,-1,500
556,286,33,1,"single",1,true,282,2000
557,287,35,1,"married",2,false,-1,500
558,287,35,2,"married",1,true,283,2000
559,287,11,1,"child",3,false,-1,0
560,288,44,1,"married",1,true,284,2000
561,288,43,2,"married",2,false,-1,500
562,289,23,1,"married",1,true,285,2000
563,289,21,2,"married",2,false,-1,500
564,290,38,1,"single",2,false,-1,500
565,291,52,2,"single",1,true,286,2000
566,292,28,2,"single",2,false,-1,500
567,293,45,1,"married",2,false,-1,500
568,293,45,2,"married",1,true,287,2000
569,293,17,1,"child",3,false,-1,0
570,294,44,1,"married",1,true,288,2000
571,294,41,2,"married",2,false,-1,500
572,294,16,2,"child",3,false,-1,0
573,295,76,1,"married",1,true,289,2000
574,295,73,2,"married",1,true,290,2000
575,295,18,1,"child",3,false,-1,0
576,296,67,1,"married",2,false,-1,500
577,296,66,2,"married",1,true,291,2000
578,297,32,1,"married",1,true,292,2000
579,297,29,2,"married",2,false,-1,500
580,298,53,1,"married",2,false,-1,500
581,298,49,2,"married",2,false,-1,500
582,299,52,1,"married",1,true,293,2000
583,299,50,2,"married",2,false,-1,500
584,299,11,2,"child",3,false,-1,0
585,300,45,1,"married",1,true,294,2000
586,300,42,2,"married",1,true,295,2000
587,300,9,2,"child",3,false,-1,0
588,301,34,1,"married",1,true,296,2000
589,301,34,2,"married",1,true,297,2000
590,301,14,1,"child",3,false,-1,0
591,302,74,1,"married",1,true,298,2000
592,302,70,2,"married",1,true,299,2000
593,303,68,1,"married",2,false,-1,500
594,303,65,2,"married",2,false,-1,500
595,304,67,2,"single",1,true,300,2000
596,305,71,1,"married",1,true,301,2000
597,305,68,2,"married",2,false,-1,500
598,306,22,1,"single",1,true,302,2000
599,307,42,1,"married",1,true,303,2000
600,307,41,2,"married",2,false,-1,500
601,307,5,1,"child",3,false,-1,0
602,308,43,1,"married",1,true,304,2000
603,308,40,2,"married",1,true,305,2000
604,309,66,1,"married",1,true,306,2000
605,309,64,2,"married",1,true,307,2000
606,309,18,1,"child",3,false,-1,0
607,310,73,2,"single",1,true,308,2000
608,311,52,1,"married",1,true,309,2000
609,311,49,2,"married",2,false,-1,500
610,311,8,1,"child",3,false,-1,0
611,312,42,1,"married",2,false,-1,500
612,312,37,2,"married",1,true,310,2000
613,313,57,1,"married",1,true,311,2000
614,313,54,2,"married",1,true,312,2000
615,313,0,1,"child",3,false,-1,0
616,314,27,1,"married",1,true,313,2000
617,314,27,2,"married",2,false,-1,500
618,314,8,2,"child",3,false,-1,0
619,315,43,1,"married",2,false,-1,500
620,315,41,2,"married",2,false,-1,500
621,316,32,2,"single",1,true,314,2000
622,317,22,1,"married",1,true,315,2000
623,317,18,2,"married",1,true,316,2000
624,318,73,1,"married",2,false,-1,500
625,318,72,2,"married",1,true,317,2000
626,319,73,1,"married",1,true,318,2000
627,319,68,2,"married",1,true,319,2000
628,319,18,1,"child",3,false,-1,0
629,320,65,1,"married",2,false,-1,500
630,320,65,2,"married",2,false,-1,500
631,320,18,2,"child",3,false,-1,0
632,321,63,1,"married",2,false,-1,500
633,321,62,2,"married",2,false,-1,500
634,321,18,2,"child",3,false,-1,0
635,322,29,1,"married",2,false,-1,500
636,322,25,2,"married",2,false,-1,500
637,322,3,1,"child",3,false,-1,0
638,323,57,1,"single",1,true,320,2000
639,324,49,2,"single",1,true,321,2000
640,325,75,2,"single",2,false,-1,500
641,326,69,2,"single",1,true,322,2000
642,327,41,1,"married",1,true,323,2000
643,327,40,2,"married",2,false,-1,500
644,327,1,1,"child",3,false,-1,0
645,328,43,1,"married",1,true,324,2000
646,328,39,2,"married",1,true,325,2000
647,328,10,2,"child",3,false,-1,0
648,329,35,1,"single",1,true,326,2000
649,330,55,2,"single",1,true,327,2000
650,331,50,1,"married",1,true,328,2000
651,331,49,2,"married",2,false,-1,500
652,332,78,1,"married",1,true,329,2000
653,332,73,2,"married",1,true,330,2000
654,332,9,1,"child",3,false,-1,0
655,333,25,1,"married",2,false,-1,500
656,333,22,2,"married",2,false,-1,500
657,334,59,2,"single",2,false,-1,500
658,335,69,1,"married",1,true,331,2000
659,335,66,2,"married",2,false,-1,500
660,335,4,2,"child",3,false,-1,0
661,336,73,2,"single",1,true,332,2000
662,337,42,2,"single",1,true,333,2000
663,338,62,1,"single",1,true,334,2000
664,339,27,1,"married",1,true,335,2000
665,339,25,2,"married",1,true,336,2000
666,339,5,1,"child",3,false,-1,0
667,340,57,1,"married",2,false,-1,500
668,340,53,2,"married",1,true,337,2000
669,341,56,1,"single",1,true,338,2000
670,342,48,1,"married",1,true,339,2000
671,342,48,2,"married",2,false,-1,500
672,342,18,2,"child",3,false,-1,0
673,343,41,2,"single",1,true,340,2000
674,344,48,1,"married",1,true,341,2000
675,344,46,2,"married",1,true,342,2000
676,344,18,1,"child",3,false,-1,0
677,345,64,1,"married",1,true,343,2000
678,345,63,2,"married",2,false,-1,500
679,345,7,2,"child",3,false,-1,0
680,346,74,1,"married",2,false,-1,500
681,346,74,2,"married",2,false,-1,500
682,346,18,2,"child",3,false,-1,0
683,347,74,2,"single",1,true,344,2000
684,348,73,1,"married",1,true,345,2000
685,348,68,2,"married",1,true,346,2000
686,348,18,2,"child",3,false,-1,0
687,349,33,1,"married",1,true,347,2000
688,349,31,2,"married",2,false,-1,500
689,349,7,1,"child",3,false,-1,0
690,350,79,1,"married",1,true,348,2000
691,350,75,2,"married",2,false,-1,500
692,350,18,1,"child",3,false,-1,0
693,351,65,1,"single",1,true,349,2000
694,352,40,1,"married",2,false,-1,500
695,352,40,2,"married",1,true,350,2000
696,352,18,2,"child",3,false,-1,0
