id,dwelling,hhSize,autos
354,354,3,0
355,355,2,2
356,356,2,0
357,357,3,2
358,358,1,1
359,359,3,2
360,360,3,2
361,361,2,0
362,362,2,2
363,363,3,2
364,364,1,2
365,365,1,1
366,366,3,1
367,367,1,2
368,368,3,1
369,369,2,1
370,370,2,2
371,371,3,2
372,372,1,1
373,373,1,2
374,374,1,1
375,375,2,0
376,376,1,2
377,377,1,2
378,378,3,1
379,379,3,0
380,380,1,0
381,381,2,2
382,382,3,0
383,383,1,0
384,384,1,2
385,385,1,0
386,386,1,0
387,387,2,0
388,388,2,2
389,389,1,1
390,390,1,1
391,391,1,1
392,392,1,1
393,393,1,0
394,394,1,1
395,395,2,1
396,396,2,2
397,397,3,2
398,398,1,0
399,399,1,0
400,400,1,2
401,401,3,0
402,402,1,1
403,403,2,1
404,404,2,0
405,405,2,2
406,406,3,0
407,407,2,2
408,408,3,0
409,409,1,2
410,410,3,2
411,411,2,1
412,412,3,2
413,413,3,2
414,414,3,2
415,415,1,0
416,416,1,0
417,417,3,2
418,418,1,1
419,419,1,0
420,420,3,1
421,421,1,0
422,422,1,1
423,423,3,2
424,424,1,0
425,425,1,2
426,426,1,1
427,427,2,1
428,428,3,2
429,429,1,0
430,430,3,1
431,431,1,0
432,432,1,0
433,433,3,0
434,434,2,1
435,435,1,1
436,436,3,1
437,437,2,1
438,438,3,2
439,439,2,2
440,440,3,2
441,441,3,0
442,442,1,0
443,443,1,2
444,444,1,0
445,445,1,2
446,446,1,0
447,447,3,0
448,448,1,0
449,449,1,1
450,450,1,2
451,451,1,0
452,452,2,2
453,453,2,2
454,454,3,1
455,455,3,1
456,456,2,2
457,457,3,0
458,458,2,1
459,459,3,0
460,460,1,2
461,461,1,1
462,462,1,1
463,463,3,0
464,464,3,0
465,465,3,2
466,466,1,1
467,467,3,0
468,468,1,0
469,469,1,2
470,470,1,2
471,471,1,0
472,472,3,2
473,473,3,0
474,474,3,1
475,475,3,0
476,476,3,0
477,477,3,1
478,478,1,0
479,479,1,1
480,480,3,0
481,481,1,1
482,482,1,1
483,483,2,1
484,484,1,2
485,485,3,0
486,486,2,0
487,487,3,0
488,488,2,1
489,489,1,1
490,490,3,0
491,491,2,0
492,492,3,1
493,493,2,1
494,494,1,1
495,495,1,0
496,496,3,0
497,497,1,2
498,498,1,0
499,499,3,0
500,500,1,0
501,501,2,0
502,502,1,2
503,503,3,1
504,504,2,0
505,505,3,2
506,506,3,1
507,507,1,0
508,508,2,1
509,509,2,2
510,510,3,0
511,511,2,1
512,512,2,0
513,513,2,1
514,514,1,2
515,515,1,0
516,516,1,1
517,517,1,1
518,518,1,0
519,519,1,1
520,520,2,1
521,521,1,1
522,522,3,2
523,523,1,2
524,524,2,0
525,525,2,0
526,526,3,0
527,527,2,2
528,528,3,1
529,529,2,2
530,530,3,2
531,531,3,0
532,532,3,2
533,533,2,0
534,534,1,2
535,535,1,1
536,536,1,0
537,537,1,0
538,538,3,1
539,539,1,0
540,540,3,2
541,541,1,2
542,542,2,0
543,543,3,2
544,544,3,0
545,545,1,1
546,546,1,0
547,547,2,2
548,548,1,2
549,549,3,0
550,550,1,0
551,551,2,2
552,552,1,2
553,553,1,1
554,554,1,1
555,555,2,0
556,556,1,2
557,557,3,0
558,558,3,0
559,559,3,0
560,560,2,1
561,561,3,0
562,562,3,0
563,563,3,0
564,564,1,0
565,565,2,0
566,566,1,1
567,567,2,0
568,568,1,1
569,569,1,1
570,570,1,1
571,571,2,0
572,572,1,1
573,573,1,1
574,574,3,1
575,575,2,2
576,576,1,0
577,577,1,0
578,578,2,1
579,579,1,2
580,580,2,0
581,581,2,2
582,582,3,0
583,583,3,1
584,584,2,0
585,585,1,1
586,586,3,0
587,587,3,2
588,588,2,0
589,589,1,2
590,590,1,1
591,591,2,1
592,592,3,0
593,593,2,0
594,594,3,2
595,595,1,1
596,596,3,1
597,597,1,1
598,598,3,2
599,599,3,2
600,600,3,2
601,601,2,2
602,602,1,1
603,603,2,1
604,604,3,0
605,605,2,2
606,606,2,0
607,607,3,2
608,608,1,1
609,609,3,2
610,610,3,2
611,611,2,0
612,612,2,2
613,613,3,2
614,614,1,2
615,615,1,1
616,616,3,1
617,617,1,2
618,618,3,1
619,619,2,1
620,620,2,2
621,621,3,2
622,622,1,1
623,623,1,2
624,624,1,1
625,625,2,0
626,626,1,2
627,627,1,2
628,628,3,1
629,629,3,0
630,630,1,0
631,631,2,2
632,632,3,0
633,633,1,0
634,634,1,2
635,635,1,0
636,636,1,0
637,637,2,0
638,638,2,2
639,639,1,1
640,640,1,1
641,641,1,1
642,642,1,1
643,643,1,0
644,644,1,1
645,645,2,1
646,646,2,2
647,647,3,2
648,648,1,0
649,649,1,0
650,650,1,2
651,651,3,0
652,652,1,1
653,653,2,1
654,654,2,0
655,655,2,2
656,656,3,0
657,657,2,2
658,658,3,0
659,659,1,2
660,660,3,2
661,661,2,1
662,662,3,2
663,663,3,2
664,664,3,2
665,665,1,0
666,666,1,0
667,667,3,2
668,668,1,1
669,669,1,0
670,670,3,1
671,671,1,0
672,672,1,1
673,673,3,2
674,674,1,0
675,675,1,2
676,676,1,1
677,677,2,1
678,678,3,2
679,679,1,0
680,680,3,1
681,681,1,0
682,682,1,0
683,683,3,0
684,684,2,1
685,685,1,1
686,686,3,1
687,687,2,1
688,688,3,2
689,689,2,2
690,690,3,2
691,691,3,0
692,692,1,0
693,693,1,2
694,694,1,0
695,695,1,2
696,696,1,0
697,697,3,0
698,698,1,0
699,699,1,1
700,700,1,2
701,701,1,0
702,702,2,2
703,703,2,2
704,704,3,1
705,705,3,1
706,706,2,2
707,707,3,0
708,708,2,1
709,709,3,0
710,710,1,2
711,711,1,1
712,712,1,1
713,713,3,0
714,714,3,0
715,715,3,2
716,716,1,1
717,717,3,0
718,718,1,0
719,719,1,2
720,720,1,2
721,721,1,0
722,722,3,2
723,723,3,0
724,724,3,1
725,725,3,0
726,726,3,0
727,727,3,1
728,728,1,0
729,729,1,1
730,730,3,0
731,731,1,1
732,732,1,1
733,733,2,1
734,734,1,2
735,735,3,0
736,736,2,0
737,737,3,0
738,738,2,1
739,739,1,1
740,740,3,0
741,741,2,0
742,742,3,1
743,743,2,1
744,744,1,1
745,745,1,0
746,746,3,0
747,747,1,2
748,748,1,0
749,749,3,0
750,750,1,0
751,751,1,1
752,752,3,1
753,753,1,2
754,754,3,0
755,755,2,1
756,756,1,1
757,757,1,0
758,758,1,1
759,759,2,2
760,760,2,1
761,761,1,1
762,762,2,1
763,763,1,0
764,764,1,1
765,765,2,1
766,766,1,2
767,767,3,2
768,768,1,0
769,769,1,0
770,770,1,0
771,771,3,0
772,772,3,1
773,773,2,2
774,774,1,0
775,775,3,2
776,776,3,0
777,777,1,1
778,778,1,2
779,779,3,1
780,780,1,2
781,781,3,0
782,782,1,0
783,783,1,2
784,784,2,2
785,785,1,2
786,786,1,1
787,787,1,0
788,788,2,0
789,789,2,0
790,790,3,2
791,791,1,0
792,792,3,1
793,793,1,0
794,794,2,2
795,795,3,1
796,796,1,2
797,797,3,2
798,798,3,0
799,799,2,2
800,800,1,1
801,801,2,0
802,802,2,0
803,803,2,2
804,804,2,0
805,805,1,1
806,806,1,1
807,807,3,0
808,808,1,2
809,809,1,1
810,810,3,0
811,811,1,1
812,812,1,0
813,813,3,1
814,814,1,1
815,815,2,1
816,816,3,1
817,817,2,1
818,818,3,0
819,819,1,1
820,820,1,0
821,821,3,2
822,822,3,2
823,823,3,0
824,824,2,1
825,825,1,2
826,826,1,0
827,827,1,2
828,828,1,2
829,829,1,2
830,830,1,0
831,831,2,1
832,832,1,2
833,833,1,2
834,834,3,2
835,835,3,1
836,836,3,0
837,837,2,2
838,838,3,0
839,839,1,1
840,840,1,1
841,841,2,0
842,842,3,0
843,843,1,0
844,844,2,0
845,845,3,0
846,846,3,2
847,847,3,1
848,848,1,2
849,849,1,2
850,850,1,2
851,851,1,1
852,852,3,1
853,853,2,2
854,854,1,2
855,855,1,0
856,856,3,1
857,857,1,0
858,858,3,0
859,859,1,1
860,860,3,1
861,861,3,0
862,862,2,2
863,863,1,0
864,864,3,0
865,865,3,2
866,866,1,2
867,867,1,1
868,868,3,0
869,869,3,1
870,870,1,0
871,871,1,2
872,872,1,1
873,873,3,1
874,874,1,0
875,875,3,0
876,876,2,1
877,877,1,1
878,878,1,1
879,879,2,1
880,880,1,1
881,881,1,1
882,882,2,2
883,883,1,0
884,884,3,1
885,885,3,2
886,886,2,0
887,887,1,0
888,888,1,1
889,889,1,2
890,890,2,0
891,891,1,1
892,892,3,2
893,893,2,1
894,894,2,1
895,895,1,1
896,896,3,2
897,897,3,1
898,898,1,2
899,899,2,0
900,900,3,2
901,901,1,1
902,902,1,2
903,903,1,1
904,904,2,1
905,905,1,0
906,906,1,2
907,907,1,1
908,908,1,0
909,909,2,2
910,910,2,1
911,911,1,2
912,912,1,0
913,913,3,2
914,914,3,0
915,915,1,1
916,916,2,0
917,917,1,1
918,918,1,1
919,919,1,2
920,920,2,2
921,921,1,0
922,922,1,1
923,923,1,2
924,924,3,0
925,925,1,2
926,926,2,1
927,927,3,0
928,928,3,1
929,929,1,2
930,930,1,1
931,931,3,2
932,932,1,0
933,933,1,1
934,934,3,1
935,935,3,2
936,936,3,1
937,937,1,0
938,938,1,0
939,939,2,1
940,940,1,1
941,941,3,0
942,942,1,1
943,943,1,1
944,944,3,1
945,945,2,0
946,946,1,1
947,947,2,2
948,948,1,1
949,949,1,0
950,950,1,1
951,951,1,0
952,952,2,2
953,953,3,1
954,954,1,2
955,955,3,0
956,956,1,1
957,957,2,2
958,958,3,2
959,959,1,0
960,960,2,2
961,961,1,2
962,962,1,1
963,963,3,1
964,964,1,1
965,965,1,0
966,966,2,1
967,967,2,1
968,968,1,1
969,969,1,2
970,970,1,2
971,971,1,2
972,972,1,1
973,973,1,0
974,974,1,1
975,975,3,2
976,976,3,0
977,977,2,2
978,978,2,1
979,979,2,0
980,980,1,0
981,981,1,0
982,982,1,0
983,983,2,0
984,984,3,2
985,985,3,0
986,986,3,0
987,987,2,2
988,988,1,1
989,989,1,1
990,990,2,1
991,991,1,2
992,992,3,1
993,993,3,1
994,994,1,0
995,995,3,1
996,996,3,2
997,997,2,1
998,998,3,1
999,999,3,1
1000,1000,1,2
1001,1001,2,0
1002,1002,1,2
1003,1003,3,1
1004,1004,2,0
1005,1005,3,2
1006,1006,3,1
1007,1007,1,0
1008,1008,2,1
1009,1009,2,2
1010,1010,3,0
1011,1011,2,1
1012,1012,2,0
1013,1013,2,1
1014,1014,1,2
1015,1015,1,0
1016,1016,1,1
1017,1017,1,1
1018,1018,1,0
1019,1019,1,1
1020,1020,2,1
1021,1021,1,1
1022,1022,3,2
1023,1023,1,2
1024,1024,2,0
1025,1025,2,0
1026,1026,3,0
1027,1027,2,2
1028,1028,3,1
1029,1029,2,2
1030,1030,3,2
1031,1031,3,0
1032,1032,3,2
1033,1033,2,0
1034,1034,1,2
1035,1035,1,1
1036,1036,1,0
1037,1037,1,0
1038,1038,3,1
1039,1039,1,0
1040,1040,3,2
1041,1041,1,2
1042,1042,2,0
1043,1043,3,2
1044,1044,3,0
1045,1045,1,1
1046,1046,1,0
1047,1047,2,2
1048,1048,1,2
1049,1049,3,0
1050,1050,1,0
1051,1051,2,2
1052,1052,1,2
1053,1053,1,1
1054,1054,1,1
1055,1055,2,0
1056,1056,1,2
1057,1057,3,0
1058,1058,3,0
1059,1059,3,0
1060,1060,2,1
1061,1061,3,0
1062,1062,3,0
1063,1063,3,0
1064,1064,1,0
1065,1065,2,0
1066,1066,1,1
1067,1067,2,0
1068,1068,1,1
1069,1069,1,1
1070,1070,1,1
1071,1071,2,0
1072,1072,1,1
1073,1073,1,1
1074,1074,3,1
1075,1075,2,2
1076,1076,1,0
1077,1077,1,0
1078,1078,2,1
1079,1079,1,2
1080,1080,2,0
1081,1081,2,2
1082,1082,3,0
1083,1083,3,1
1084,1084,2,0
1085,1085,1,1
1086,1086,3,0
1087,1087,3,2
1088,1088,2,0
1089,1089,1,2
1090,1090,1,1
1091,1091,2,1
1092,1092,3,0
1093,1093,2,0
1094,1094,3,2
1095,1095,1,1
1096,1096,3,1
1097,1097,1,1
1098,1098,3,2
1099,1099,3,2
1100,1100,3,2
1101,1101,2,2
1102,1102,1,1
1103,1103,2,1
1104,1104,3,0
1105,1105,2,2
1106,1106,2,0
1107,1107,3,2
1108,1108,1,1
1109,1109,3,2
1110,1110,3,2
1111,1111,2,0
1112,1112,2,2
1113,1113,3,2
1114,1114,1,2
1115,1115,1,1
1116,1116,3,1
1117,1117,1,2
1118,1118,3,1
1119,1119,2,1
1120,1120,2,2
1121,1121,3,2
1122,1122,1,1
1123,1123,1,2
1124,1124,1,1
1125,1125,2,0
1126,1126,1,2
1127,1127,1,2
1128,1128,3,1
1129,1129,3,0
1130,1130,1,0
1131,1131,2,2
1132,1132,3,0
1133,1133,1,0
1134,1134,1,2
1135,1135,1,0
1136,1136,1,0
1137,1137,2,0
1138,1138,2,2
1139,1139,1,1
1140,1140,1,1
1141,1141,1,1
1142,1142,1,1
1143,1143,1,0
1144,1144,1,1
1145,1145,2,1
1146,1146,2,2
1147,1147,3,2
1148,1148,1,0
1149,1149,1,0
1150,1150,1,2
1151,1151,3,0
1152,1152,1,1
1153,1153,2,1
1154,1154,2,0
1155,1155,2,2
1156,1156,3,0
1157,1157,2,2
1158,1158,3,0
1159,1159,1,2
1160,1160,3,2
1161,1161,2,1
1162,1162,3,2
1163,1163,3,2
1164,1164,3,2
1165,1165,1,0
1166,1166,1,0
1167,1167,3,2
1168,1168,1,1
1169,1169,1,0
1170,1170,3,1
1171,1171,1,0
1172,1172,1,1
1173,1173,3,2
1174,1174,1,0
1175,1175,1,2
1176,1176,1,1
1177,1177,2,1
1178,1178,3,2
1179,1179,1,0
1180,1180,3,1
1181,1181,1,0
1182,1182,1,0
1183,1183,3,0
1184,1184,2,1
1185,1185,1,1
1186,1186,3,1
1187,1187,2,1
1188,1188,3,2
1189,1189,2,2
1190,1190,3,2
1191,1191,3,0
1192,1192,1,0
1193,1193,1,2
1194,1194,1,0
1195,1195,1,2
1196,1196,1,0
1197,1197,3,0
1198,1198,1,0
1199,1199,1,1
1200,1200,1,2
1201,1201,1,0
1202,1202,2,2
1203,1203,2,2
1204,1204,3,1
1205,1205,3,1
1206,1206,2,2
1207,1207,3,0
1208,1208,2,1
1209,1209,3,0
1210,1210,1,2
1211,1211,1,1
1212,1212,1,1
1213,1213,3,0
1214,1214,3,0
1215,1215,3,2
1216,1216,1,1
1217,1217,3,0
1218,1218,1,0
1219,1219,1,2
1220,1220,1,2
1221,1221,1,0
1222,1222,3,2
1223,1223,3,0
1224,1224,3,1
1225,1225,3,0
1226,1226,3,0
1227,1227,3,1
1228,1228,1,0
1229,1229,1,1
1230,1230,3,0
1231,1231,1,1
1232,1232,1,1
1233,1233,2,1
1234,1234,1,2
1235,1235,3,0
1236,1236,2,0
1237,1237,3,0
1238,1238,2,1
1239,1239,1,1
1240,1240,3,0
1241,1241,2,0
1242,1242,3,1
1243,1243,2,1
1244,1244,1,1
1245,1245,1,0
1246,1246,3,0
1247,1247,1,2
1248,1248,1,0
1249,1249,3,0
1250,1250,1,0
1251,1251,1,1
1252,1252,3,1
1253,1253,1,2
1254,1254,3,0
1255,1255,2,1
1256,1256,1,1
1257,1257,1,0
1258,1258,1,1
1259,1259,2,2
1260,1260,2,1
1261,1261,1,1
1262,1262,2,1
1263,1263,1,0
1264,1264,1,1
1265,1265,2,1
1266,1266,1,2
1267,1267,3,2
1268,1268,1,0
1269,1269,1,0
1270,1270,1,0
1271,1271,3,0
1272,1272,3,1
1273,1273,2,2
1274,1274,1,0
1275,1275,3,2
1276,1276,3,0
1277,1277,1,1
1278,1278,1,2
1279,1279,3,1
1280,1280,1,2
1281,1281,3,0
1282,1282,1,0
1283,1283,1,2
1284,1284,2,2
1285,1285,1,2
1286,1286,1,1
1287,1287,1,0
1288,1288,2,0
1289,1289,2,0
1290,1290,3,2
1291,1291,1,0
1292,1292,3,1
1293,1293,1,0
1294,1294,2,2
1295,1295,3,1
1296,1296,1,2
1297,1297,3,2
1298,1298,3,0
1299,1299,2,2
1300,1300,1,1
1301,1301,2,0
1302,1302,2,0
1303,1303,2,2
1304,1304,2,0
1305,1305,1,1
1306,1306,1,1
1307,1307,3,0
1308,1308,1,2
1309,1309,1,1
1310,1310,3,0
1311,1311,1,1
1312,1312,1,0
1313,1313,3,1
1314,1314,1,1
1315,1315,2,1
1316,1316,3,1
1317,1317,2,1
1318,1318,3,0
1319,1319,1,1
1320,1320,1,0
1321,1321,3,2
1322,1322,3,2
1323,1323,3,0
1324,1324,2,1
1325,1325,1,2
1326,1326,1,0
1327,1327,1,2
1328,1328,1,2
1329,1329,1,2
1330,1330,1,0
1331,1331,2,1
1332,1332,1,2
1333,1333,1,2
1334,1334,3,2
1335,1335,3,1
1336,1336,3,0
1337,1337,2,2
1338,1338,3,0
1339,1339,1,1
1340,1340,1,1
1341,1341,2,0
1342,1342,3,0
1343,1343,1,0
1344,1344,2,0
1345,1345,3,0
1346,1346,3,2
1347,1347,3,1
1348,1348,1,2
1349,1349,1,2
1350,1350,1,2
1351,1351,1,1
1352,1352,3,1
1353,1353,2,2
1354,1354,1,2
1355,1355,1,0
1356,1356,3,1
1357,1357,1,0
1358,1358,3,0
1359,1359,1,1
1360,1360,3,1
1361,1361,3,0
1362,1362,2,2
1363,1363,1,0
1364,1364,3,0
1365,1365,3,2
1366,1366,1,2
1367,1367,1,1
1368,1368,3,0
1369,1369,3,1
1370,1370,1,0
1371,1371,1,2
1372,1372,1,1
1373,1373,3,1
1374,1374,1,0
1375,1375,3,0
1376,1376,2,1
1377,1377,1,1
1378,1378,1,1
1379,1379,2,1
1380,1380,1,1
1381,1381,1,1
1382,1382,2,2
1383,1383,1,0
1384,1384,3,1
1385,1385,3,2
1386,1386,2,0
1387,1387,1,0
1388,1388,1,1
1389,1389,1,2
1390,1390,2,0
1391,1391,1,1
1392,1392,3,2
1393,1393,2,1
1394,1394,2,1
1395,1395,1,1
1396,1396,3,2
1397,1397,3,1
1398,1398,1,2
1399,1399,2,0
1400,1400,3,2
1401,1401,1,1
1402,1402,1,2
1403,1403,1,1
1404,1404,2,1
1405,1405,1,0
1406,1406,1,2
1407,1407,1,1
1408,1408,1,0
1409,1409,2,2
1410,1410,2,1
1411,1411,1,2
1412,1412,1,0
1413,1413,3,2
1414,1414,3,0
1415,1415,1,1
1416,1416,2,0
1417,1417,1,1
1418,1418,1,1
1419,1419,1,2
1420,1420,2,2
1421,1421,1,0
1422,1422,1,1
1423,1423,1,2
1424,1424,3,0
1425,1425,1,2
1426,1426,2,1
1427,1427,3,0
1428,1428,3,1
1429,1429,1,2
1430,1430,1,1
1431,1431,3,2
1432,1432,1,0
1433,1433,1,1
1434,1434,3,1
1435,1435,3,2
1436,1436,3,1
1437,1437,1,0
1438,1438,1,0
1439,1439,2,1
1440,1440,1,1
1441,1441,3,0
1442,1442,1,1
1443,1443,1,1
1444,1444,3,1
1445,1445,2,0
1446,1446,1,1
1447,1447,2,2
1448,1448,1,1
1449,1449,1,0
1450,1450,1,1
1451,1451,1,0
1452,1452,2,2
1453,1453,3,1
1454,1454,1,2
1455,1455,3,0
1456,1456,1,1
1457,1457,2,2
1458,1458,3,2
1459,1459,1,0
1460,1460,2,2
1461,1461,1,2
1462,1462,1,1
1463,1463,3,1
1464,1464,1,1
1465,1465,1,0
1466,1466,2,1
1467,1467,2,1
1468,1468,1,1
1469,1469,1,2
1470,1470,1,2
1471,1471,1,2
1472,1472,1,1
1473,1473,1,0
1474,1474,1,1
1475,1475,3,2
1476,1476,3,0
1477,1477,2,2
1478,1478,2,1
1479,1479,2,0
1480,1480,1,0
1481,1481,1,0
1482,1482,1,0
1483,1483,2,0
1484,1484,3,2
1485,1485,3,0
1486,1486,3,0
1487,1487,2,2
1488,1488,1,1
1489,1489,1,1
1490,1490,2,1
1491,1491,1,2
1492,1492,3,1
1493,1493,3,1
1494,1494,1,0
1495,1495,3,1
1496,1496,3,2
1497,1497,2,1
1498,1498,3,1
1499,1499,3,1
1500,1500,1,2
1501,1501,2,0
1502,1502,1,2
1503,1503,3,1
1504,1504,2,0
1505,1505,3,2
1506,1506,3,1
1507,1507,1,0
1508,1508,2,1
1509,1509,2,2
1510,1510,3,0
1511,1511,2,1
1512,1512,2,0
1513,1513,2,1
1514,1514,1,2
1515,1515,1,0
1516,1516,1,1
1517,1517,1,1
1518,1518,1,0
1519,1519,1,1
1520,1520,2,1
1521,1521,1,1
1522,1522,3,2
1523,1523,1,2
1524,1524,2,0
1525,1525,2,0
1526,1526,3,0
1527,1527,2,2
1528,1528,3,1
1529,1529,2,2
1530,1530,3,2
1531,1531,3,0
1532,1532,3,2
1533,1533,2,0
1534,1534,1,2
1535,1535,1,1
1536,1536,1,0
1537,1537,1,0
1538,1538,3,1
1539,1539,1,0
1540,1540,3,2
1541,1541,1,2
1542,1542,2,0
1543,1543,3,2
1544,1544,3,0
1545,1545,1,1
1546,1546,1,0
1547,1547,2,2
1548,1548,1,2
1549,1549,3,0
1550,1550,1,0
1551,1551,2,2
1552,1552,1,2
1553,1553,1,1
1554,1554,1,1
1555,1555,2,0
1556,1556,1,2
1557,1557,3,0
1558,1558,3,0
1559,1559,3,0
1560,1560,2,1
1561,1561,3,0
1562,1562,3,0
1563,1563,3,0
1564,1564,1,0
1565,1565,2,0
1566,1566,1,1
1567,1567,2,0
1568,1568,1,1
1569,1569,1,1
1570,1570,1,1
1571,1571,2,0
1572,1572,1,1
1573,1573,1,1
1574,1574,3,1
1575,1575,2,2
1576,1576,1,0
1577,1577,1,0
1578,1578,2,1
1579,1579,1,2
1580,1580,2,0
1581,1581,2,2
1582,1582,3,0
1583,1583,3,1
1584,1584,2,0
1585,1585,1,1
1586,1586,3,0
1587,1587,3,2
1588,1588,2,0
1589,1589,1,2
1590,1590,1,1
1591,1591,2,1
1592,1592,3,0
1593,1593,2,0
1594,1594,3,2
1595,1595,1,1
1596,1596,3,1
