id,zone,personId,type,coordX,coordY
188,21,377,"IND",-8695.0,-11854.0
189,13,378,"IND",-1070.0,1786.0
190,13,381,"IND",1053.0,-1430.0
191,1,383,"IND",-11321.0,10858.0
192,22,385,"IND",-4176.0,-10967.0
193,13,386,"IND",-1550.0,1321.0
194,5,388,"IND",10573.0,9457.0
195,12,390,"IND",-6801.0,1745.0
196,21,393,"IND",-8673.0,-10463.0
197,5,394,"IND",8952.0,11825.0
198,13,399,"IND",1075.0,-39.0
199,13,400,"IND",-1299.0,2249.0
200,12,401,"IND",-3171.0,41.0
201,13,402,"IND",-546.0,-1319.0
202,13,407,"IND",1578.0,465.0
203,13,408,"IND",-797.0,-2247.0
204,13,411,"IND",2331.0,545.0
205,18,414,"IND",-44.0,-5815.0
206,25,415,"IND",12080.0,-9031.0
207,13,417,"IND",-295.0,-1743.0
208,12,418,"IND",-6184.0,2017.0
209,18,419,"IND",1441.0,-5695.0
210,18,421,"IND",-1436.0,-3910.0
211,18,422,"IND",1190.0,-5271.0
212,4,425,"IND",4318.0,7521.0
213,24,427,"IND",6943.0,-10191.0
214,10,430,"IND",9067.0,6593.0
215,21,433,"IND",-8308.0,-9767.0
216,13,434,"IND",-180.0,-1975.0
217,21,437,"IND",-7555.0,-9687.0
218,21,441,"IND",-10431.0,-7903.0
219,18,442,"IND",2194.0,-4263.0
220,12,443,"IND",-4678.0,-1471.0
221,20,444,"IND",7948.0,-4183.0
222,25,456,"IND",10071.0,-12399.0
223,1,457,"IND",-12303.0,11241.0
224,4,458,"IND",4842.0,9416.0
225,3,460,"IND",2467.0,11704.0
226,12,463,"IND",-5409.0,-1511.0
227,5,468,"IND",12216.0,10777.0
228,21,472,"IND",-9656.0,-10080.0
229,18,474,"IND",-2030.0,-2792.0
230,13,477,"IND",93.0,-1008.0
231,13,478,"IND",-2281.0,-2368.0
232,13,482,"IND",846.0,424.0
233,12,486,"IND",-6528.0,-2288.0
234,5,489,"IND",10595.0,9496.0
235,13,490,"IND",-1779.0,-1864.0
236,12,491,"IND",-3651.0,928.0
237,12,494,"IND",-6026.0,-1784.0
238,21,498,"IND",-8903.0,-10000.0
239,12,499,"IND",-6277.0,-1360.0
240,25,502,"IND",7833.0,-8951.0
241,25,503,"IND",10459.0,-10311.0
242,13,504,"IND",-2418.0,1473.0
243,13,506,"IND",208.0,-1239.0
244,25,507,"IND",8335.0,-8447.0
245,12,509,"IND",-4039.0,193.0
246,5,513,"IND",8084.0,11977.0
247,13,515,"IND",710.0,-735.0
248,13,516,"IND",-1162.0,-1591.0
249,13,517,"IND",1463.0,697.0
250,1,519,"IND",-11414.0,12481.0
251,25,521,"IND",11212.0,-10231.0
252,4,524,"IND",4340.0,8913.0
253,25,525,"IND",11965.0,-8799.0
254,21,527,"IND",-10911.0,-12015.0
255,13,529,"IND",1714.0,273.0
256,13,531,"IND",1719.0,-563.0
257,5,534,"IND",9344.0,8077.0
258,12,535,"IND",-3532.0,-139.0
259,1,537,"IND",-10907.0,12149.0
260,25,538,"IND",12221.0,-8707.0
261,18,539,"IND",-154.0,-6419.0
262,12,541,"IND",-3030.0,365.0
263,12,542,"IND",-5405.0,-2347.0
264,12,543,"IND",-7277.0,1797.0
265,5,544,"IND",10349.0,9085.0
266,13,545,"IND",2472.0,869.0
267,1,547,"IND",-9902.0,8157.0
268,5,552,"IND",8225.0,12301.0
269,5,555,"IND",10851.0,9589.0
270,1,558,"IND",-12026.0,11373.0
271,21,561,"IND",-9400.0,-11339.0
272,13,562,"IND",-290.0,2421.0
273,13,564,"IND",2335.0,-291.0
274,13,565,"IND",-541.0,-2155.0
275,13,566,"IND",2084.0,133.0
276,13,570,"IND",212.0,-2075.0
277,13,571,"IND",-2162.0,213.0
278,12,572,"IND",-5039.0,-1651.0
279,5,573,"IND",7587.0,10637.0
280,13,575,"IND",714.0,-1571.0
281,20,576,"IND",8340.0,-2931.0
282,13,581,"IND",463.0,-1147.0
283,18,583,"IND",-1911.0,-3859.0
284,13,585,"IND",1217.0,-1067.0
285,12,587,"IND",-6158.0,-2427.0
286,13,590,"IND",965.0,-643.0
287,12,591,"IND",-6409.0,1645.0
288,25,592,"IND",10736.0,-10180.0
289,5,596,"IND",8362.0,12108.0
290,12,597,"IND",-4515.0,244.0
291,13,598,"IND",-1889.0,-2468.0
292,13,601,"IND",1239.0,324.0
293,1,603,"IND",-11136.0,7612.0
294,5,604,"IND",10987.0,10748.0
295,5,606,"IND",8613.0,8036.0
296,18,612,"IND",1741.0,-4172.0
297,1,613,"IND",-10634.0,8116.0
298,1,614,"IND",-8510.0,11252.0
299,1,617,"IND",-10885.0,8540.0
300,25,619,"IND",12243.0,-8668.0
301,13,621,"IND",-132.0,-28.0
302,13,622,"IND",1992.0,1756.0
303,13,624,"IND",-383.0,-956.0
304,21,625,"IND",-11272.0,-12195.0
305,13,627,"IND",1353.0,93.0
306,11,630,"IND",-11524.0,1877.0
307,13,631,"IND",1102.0,-835.0
308,25,633,"IND",9230.0,-11691.0
309,1,634,"IND",-8145.0,10597.0
310,12,639,"IND",-6021.0,2381.0
311,25,646,"IND",11604.0,-8979.0
312,3,647,"IND",-268.0,8813.0
313,1,648,"IND",-7643.0,11101.0
314,25,649,"IND",9481.0,-12115.0
315,12,651,"IND",-2894.0,1525.0
316,13,657,"IND",234.0,-684.0
317,1,658,"IND",-12140.0,11604.0
318,1,659,"IND",-10017.0,8389.0
319,13,662,"IND",-2391.0,2028.0
320,13,664,"IND",-246.0,204.0
321,12,666,"IND",-2621.0,2492.0
322,13,667,"IND",-497.0,-724.0
323,18,668,"IND",2128.0,-3436.0
324,21,669,"IND",-9744.0,-9292.0
325,25,671,"IND",7882.0,-12004.0
326,18,672,"IND",5.0,-5220.0
327,1,675,"IND",-12369.0,12068.0
328,10,676,"IND",10758.0,6212.0
329,13,677,"IND",-1616.0,-1500.0
330,5,679,"IND",10507.0,10284.0
331,13,680,"IND",-1867.0,-1076.0
332,12,682,"IND",-3739.0,1715.0
333,12,683,"IND",-6114.0,-997.0
334,21,684,"IND",-8991.0,-9212.0
335,21,685,"IND",-11365.0,-10572.0
336,5,688,"IND",7745.0,11836.0
337,1,689,"IND",-9629.0,10476.0
338,18,691,"IND",2494.0,-2740.0
339,2,693,"IND",-4880.0,9548.0
340,13,694,"IND",-1753.0,2340.0
341,25,699,"IND",10873.0,-9020.0
342,5,701,"IND",7996.0,7764.0
343,5,703,"IND",10622.0,10052.0
344,21,705,"IND",-11250.0,-10804.0
345,1,706,"IND",-8625.0,11484.0
346,5,709,"IND",8498.0,8268.0
347,20,710,"IND",11124.0,-4444.0
348,13,711,"IND",-748.0,-300.0
349,13,713,"IND",1877.0,1988.0
350,13,715,"IND",-999.0,-1228.0
351,1,716,"IND",-8374.0,11060.0
352,13,717,"IND",-1228.0,-765.0
353,13,720,"IND",1397.0,-2125.0
354,13,727,"IND",-1480.0,-341.0
355,13,728,"IND",1146.0,1947.0
356,21,729,"IND",-10726.0,-10261.0
357,13,730,"IND",1899.0,-1621.0
358,18,731,"IND",-977.0,-4837.0
359,1,737,"IND",-8352.0,12451.0
360,21,740,"IND",-10224.0,-9757.0
361,13,742,"IND",2401.0,-1117.0
362,21,745,"IND",-10475.0,-9333.0
363,18,749,"IND",2150.0,-7045.0
364,12,750,"IND",-4722.0,2099.0
365,1,751,"IND",-12096.0,9387.0
366,25,754,"IND",10027.0,-8829.0
367,18,755,"IND",-2347.0,-6541.0
368,1,756,"IND",-8237.0,12219.0
369,20,758,"IND",9388.0,-5493.0
370,1,759,"IND",-8488.0,11291.0
371,12,760,"IND",-5863.0,-69.0
372,25,761,"IND",12265.0,-12277.0
373,25,763,"IND",9890.0,-9989.0
374,21,764,"IND",-7986.0,-11853.0
375,13,765,"IND",-361.0,435.0
376,21,768,"IND",-12233.0,-11773.0
377,1,772,"IND",-9607.0,10515.0
378,13,773,"IND",-2484.0,-1349.0
379,13,775,"IND",142.0,939.0
380,1,777,"IND",-11731.0,8731.0
381,13,778,"IND",895.0,1019.0
382,18,780,"IND",-1982.0,-5845.0
383,5,781,"IND",10644.0,11443.0
384,13,782,"IND",648.0,608.0
385,18,784,"IND",-1726.0,-7104.0
386,25,785,"IND",10397.0,-10320.0
387,12,789,"IND",-6977.0,-1680.0
388,13,790,"IND",1151.0,1112.0
389,25,792,"IND",8776.0,-11600.0
390,21,799,"IND",-9101.0,-8464.0
391,21,800,"IND",-11475.0,-11176.0
392,13,803,"IND",1653.0,1615.0
393,1,804,"IND",-10722.0,8903.0
394,25,805,"IND",11402.0,-7960.0
395,13,808,"IND",-973.0,-672.0
396,21,815,"IND",-7845.0,-7881.0
397,12,817,"IND",-5220.0,759.0
398,13,818,"IND",1904.0,-2457.0
399,5,822,"IND",9529.0,9831.0
400,1,825,"IND",-11360.0,8592.0
401,13,827,"IND",1265.0,880.0
402,25,829,"IND",8388.0,-12336.0
403,13,830,"IND",1014.0,-48.0
404,12,831,"IND",-5858.0,-904.0
405,21,832,"IND",-8233.0,-8616.0
406,5,833,"IND",8891.0,8168.0
407,21,834,"IND",-8484.0,-8192.0
408,12,837,"IND",-5356.0,-400.0
409,12,842,"IND",-2731.0,1888.0
410,21,846,"IND",-10607.0,-11328.0
411,25,847,"IND",12018.0,-7688.0
412,13,848,"IND",146.0,104.0
413,25,855,"IND",7772.0,-7608.0
414,12,856,"IND",-5105.0,-824.0
415,5,861,"IND",7521.0,7816.0
416,13,862,"IND",-334.0,991.0
417,13,863,"IND",2291.0,-1721.0
418,25,865,"IND",9415.0,-9937.0
419,13,866,"IND",2040.0,2351.0
420,21,868,"IND",-9832.0,-8505.0
421,13,869,"IND",-2206.0,-1217.0
422,13,870,"IND",-83.0,567.0
423,5,872,"IND",7543.0,7855.0
424,13,875,"IND",670.0,1999.0
425,22,879,"IND",-6704.0,-10713.0
426,25,880,"IND",10419.0,-8929.0
427,12,881,"IND",-6955.0,-289.0
428,13,882,"IND",1173.0,-2497.0
429,13,883,"IND",-1202.0,-209.0
430,1,885,"IND",-9079.0,11575.0
431,21,886,"IND",-11453.0,-9785.0
432,12,889,"IND",-7343.0,-2377.0
433,21,895,"IND",-9717.0,-8737.0
434,12,896,"IND",-2594.0,-1953.0
435,13,898,"IND",32.0,335.0
436,13,903,"IND",-1841.0,-1873.0
437,1,905,"IND",-9215.0,11767.0
438,13,908,"IND",-2092.0,-1449.0
439,6,911,"IND",-9466.0,5839.0
440,21,912,"IND",-11338.0,-11369.0
441,18,913,"IND",1287.0,-2729.0
442,1,915,"IND",-11590.0,9055.0
443,12,916,"IND",-3964.0,1343.0
444,13,920,"IND",-836.0,487.0
445,13,921,"IND",1789.0,-2225.0
446,18,923,"IND",-1087.0,-5441.0
447,1,927,"IND",-8462.0,11847.0
448,10,928,"IND",8684.0,5022.0
449,3,929,"IND",1309.0,8662.0
450,13,934,"IND",-1568.0,446.0
451,13,935,"IND",1058.0,-2266.0
452,21,937,"IND",-10814.0,-9474.0
453,1,938,"IND",-8189.0,9166.0
454,12,939,"IND",-6065.0,950.0
455,5,940,"IND",11560.0,8238.0
456,1,941,"IND",-10312.0,11030.0
457,21,944,"IND",-7687.0,-10330.0
458,5,945,"IND",9437.0,11454.0
459,5,946,"IND",12062.0,8742.0
460,1,947,"IND",-9810.0,11534.0
461,13,948,"IND",-2184.0,174.0
462,13,950,"IND",-61.0,1958.0
463,21,952,"IND",-12435.0,-10754.0
464,18,954,"IND",1675.0,-6993.0
465,1,956,"IND",-10700.0,10295.0
466,25,957,"IND",11424.0,-7921.0
467,18,964,"IND",-951.0,-4281.0
468,13,965,"IND",2177.0,-1489.0
469,18,967,"IND",-198.0,-4201.0
470,25,968,"IND",11926.0,-12417.0
471,13,973,"IND",-449.0,1223.0
472,12,974,"IND",-7321.0,-985.0
473,13,979,"IND",305.0,1302.0
474,13,980,"IND",2428.0,-561.0
475,18,981,"IND",54.0,-3273.0
476,13,982,"IND",-1819.0,-482.0
477,21,983,"IND",-9193.0,-8194.0
478,18,984,"IND",-2070.0,-5058.0
479,21,985,"IND",-9444.0,-7770.0
480,21,988,"IND",-12299.0,-9594.0
481,25,989,"IND",10327.0,-12306.0
482,13,991,"IND",2450.0,-522.0
483,25,992,"IND",10076.0,-11882.0
484,12,994,"IND",-6797.0,910.0
485,13,998,"IND",829.0,-1802.0
486,13,1000,"IND",-2048.0,-18.0
487,12,1003,"IND",-4422.0,-1378.0
488,13,1008,"IND",-1294.0,1414.0
489,25,1009,"IND",11331.0,-11298.0
490,13,1010,"IND",-1546.0,486.0
491,5,1012,"IND",11080.0,9126.0
492,13,1013,"IND",-792.0,1917.0
493,18,1016,"IND",1833.0,-5795.0
494,5,1017,"IND",8957.0,12341.0
495,21,1020,"IND",-8418.0,-10371.0
496,18,1022,"IND",692.0,-6610.0
497,5,1026,"IND",8318.0,10678.0
498,13,1027,"IND",441.0,2462.0
499,25,1028,"IND",8067.0,-10250.0
500,21,1031,"IND",-8805.0,-11106.0
501,21,1032,"IND",-11180.0,-8818.0
502,12,1033,"IND",-4057.0,-2034.0
503,13,1035,"IND",-1431.0,254.0
504,13,1036,"IND",1697.0,-602.0
505,18,1041,"IND",-678.0,-3314.0
506,25,1042,"IND",11446.0,-11530.0
507,12,1046,"IND",-5929.0,758.0
508,12,1047,"IND",-2801.0,-98.0
509,1,1048,"IND",-10176.0,12190.0
510,21,1049,"IND",-8052.0,-11026.0
511,13,1050,"IND",-427.0,-2386.0
512,21,1051,"IND",-11859.0,-8531.0
513,18,1052,"IND",767.0,-6243.0
514,25,1054,"IND",7890.0,-8107.0
515,13,1057,"IND",516.0,-819.0
516,25,1058,"IND",8643.0,-8027.0
517,12,1060,"IND",-3731.0,-739.0
518,21,1061,"IND",-11608.0,-7603.0
519,10,1066,"IND",11018.0,4685.0
520,18,1067,"IND",-855.0,-2523.0
521,1,1068,"IND",-8229.0,9765.0
522,21,1071,"IND",-11106.0,-12099.0
523,25,1073,"IND",11520.0,-9811.0
524,13,1075,"IND",-352.0,-2019.0
525,18,1076,"IND",2273.0,-3379.0
526,21,1077,"IND",-10603.0,-11595.0
527,18,1078,"IND",2022.0,-4307.0
528,13,1079,"IND",1132.0,-546.0
529,13,1084,"IND",-1242.0,1742.0
530,21,1085,"IND",-9119.0,-11474.0
531,13,1086,"IND",-1493.0,2166.0
532,9,1087,"IND",6634.0,4958.0
533,18,1088,"IND",-740.0,-2754.0
534,1,1089,"IND",-8617.0,9030.0
535,25,1090,"IND",9009.0,-12330.0
536,13,1091,"IND",2137.0,462.0
537,12,1093,"IND",-5238.0,-2250.0
538,25,1095,"IND",11886.0,-10466.0
539,12,1097,"IND",-5489.0,-1826.0
540,21,1098,"IND",-12361.0,-9034.0
541,13,1101,"IND",264.0,-1747.0
542,21,1103,"IND",-7612.0,-9962.0
543,1,1105,"IND",-9987.0,8678.0
544,1,1108,"IND",-7841.0,11853.0
545,18,1110,"IND",-216.0,-5859.0
546,18,1111,"IND",1908.0,-4075.0
547,12,1112,"IND",-5467.0,-1787.0
548,12,1113,"IND",-7339.0,2357.0
549,1,1115,"IND",-9714.0,9645.0
550,13,1116,"IND",2410.0,1429.0
551,18,1117,"IND",35.0,-6283.0
552,13,1118,"IND",-1837.0,-2139.0
553,13,1120,"IND",789.0,149.0
554,24,1121,"IND",2912.0,-8067.0
555,13,1125,"IND",538.0,573.0
556,21,1126,"IND",-11335.0,-11635.0
557,21,1129,"IND",-8709.0,-9347.0
558,18,1132,"IND",-1586.0,-2563.0
559,13,1135,"IND",1040.0,1077.0
560,13,1138,"IND",150.0,-1515.0
561,13,1139,"IND",-2225.0,2125.0
562,13,1141,"IND",-101.0,-1091.0
563,5,1143,"IND",7524.0,11197.0
564,13,1145,"IND",652.0,-1011.0
565,18,1148,"IND",-1722.0,-7371.0
566,18,1149,"IND",401.0,-5587.0
567,13,1150,"IND",-1973.0,1701.0
568,18,1151,"IND",1154.0,-4155.0
569,13,1152,"IND",-1220.0,-1867.0
570,13,1153,"IND",903.0,-83.0
571,13,1155,"IND",-1471.0,2205.0
572,13,1156,"IND",1656.0,1349.0
573,21,1157,"IND",-10718.0,-11363.0
574,25,1162,"IND",11405.0,-9579.0
575,13,1163,"IND",-969.0,-2291.0
576,12,1164,"IND",-3824.0,884.0
577,9,1165,"IND",3802.0,4524.0
578,18,1167,"IND",925.0,-3692.0
579,1,1168,"IND",-11449.0,8596.0
580,21,1170,"IND",-8322.0,-8612.0
581,25,1171,"IND",9304.0,-9972.0
582,5,1173,"IND",11427.0,11812.0
583,21,1174,"IND",-10947.0,-10900.0
584,1,1177,"IND",-7819.0,11892.0
585,21,1181,"IND",-10194.0,-9468.0
586,18,1182,"IND",1930.0,-2684.0
587,1,1184,"IND",-10445.0,9604.0
588,13,1185,"IND",-2317.0,-1252.0
589,5,1186,"IND",10308.0,11036.0
590,21,1189,"IND",-7568.0,-12180.0
591,1,1192,"IND",-9943.0,10108.0
592,12,1194,"IND",-5833.0,-1132.0
593,1,1195,"IND",-8207.0,11156.0
594,16,1198,"IND",-11084.0,-7060.0
595,13,1199,"IND",1542.0,1580.0
596,13,1200,"IND",-330.0,-628.0
597,1,1202,"IND",-7705.0,11660.0
598,13,1203,"IND",-581.0,-204.0
599,5,1204,"IND",12044.0,12084.0
600,21,1206,"IND",-9828.0,-10124.0
601,12,1207,"IND",-7203.0,2164.0
602,18,1209,"IND",-79.0,-4700.0
603,5,1211,"IND",7546.0,7588.0
604,13,1212,"IND",674.0,380.0
605,12,1214,"IND",-6700.0,-2332.0
606,1,1216,"IND",-9577.0,10804.0
607,12,1220,"IND",-6951.0,-1908.0
608,25,1221,"IND",10194.0,-8733.0
609,25,1224,"IND",7819.0,-11445.0
610,13,1225,"IND",-57.0,340.0
611,18,1226,"IND",-2432.0,-6021.0
612,12,1227,"IND",-4304.0,1771.0
613,12,1229,"IND",-6678.0,-941.0
614,5,1231,"IND",10445.0,10843.0
615,4,1232,"IND",3071.0,9483.0
616,5,1233,"IND",11198.0,12275.0
617,13,1236,"IND",-1176.0,-437.0
618,1,1237,"IND",-9053.0,7699.0
619,13,1239,"IND",-1427.0,-13.0
620,13,1240,"IND",1700.0,-2221.0
621,5,1242,"IND",9326.0,10067.0
622,12,1243,"IND",-3551.0,-1797.0
623,13,1247,"IND",-925.0,491.0
624,25,1250,"IND",8185.0,-10748.0
625,13,1256,"IND",811.0,1540.0
626,5,1259,"IND",7934.0,8324.0
627,5,1262,"IND",10560.0,10612.0
628,1,1263,"IND",-11313.0,9756.0
629,18,1264,"IND",1313.0,-2956.0
630,18,1265,"IND",-1564.0,-6172.0
631,1,1268,"IND",-8938.0,11116.0
632,13,1269,"IND",-811.0,260.0
633,13,1270,"IND",1815.0,-2452.0
634,13,1272,"IND",-1062.0,-668.0
635,25,1275,"IND",11564.0,-8380.0
636,1,1278,"IND",-10308.0,10764.0
637,13,1280,"IND",2317.0,-1948.0
638,20,1287,"IND",9441.0,-5164.0
639,18,1290,"IND",2066.0,-6524.0
640,13,1291,"IND",2071.0,-2360.0
641,21,1294,"IND",-10304.0,-10072.0
642,25,1296,"IND",11820.0,-8288.0
643,25,1300,"IND",9445.0,-11000.0
644,18,1309,"IND",-2427.0,-6856.0
645,5,1310,"IND",10198.0,10432.0
646,10,1311,"IND",12322.0,7216.0
647,13,1314,"IND",-53.0,-496.0
648,12,1315,"IND",-6925.0,-1352.0
649,5,1317,"IND",10701.0,10936.0
650,21,1318,"IND",-12176.0,-12280.0
651,5,1319,"IND",10450.0,11360.0
652,18,1320,"IND",-1423.0,-5848.0
653,5,1321,"IND",11203.0,11440.0
654,5,1324,"IND",8326.0,8224.0
655,25,1325,"IND",10952.0,-8136.0
656,25,1327,"IND",10062.0,-10728.0
657,18,1330,"IND",-2313.0,-7088.0
658,25,1331,"IND",9811.0,-10304.0
659,13,1332,"IND",2436.0,1984.0
660,12,1333,"IND",-4436.0,-224.0
661,13,1334,"IND",-1810.0,-1584.0
662,5,1337,"IND",10313.0,10200.0
663,1,1338,"IND",-12061.0,12488.0
