id,hhid,age,gender,relationShip,occupation,driversLicense,workplace,income
70,37,60,2,"single",1,true,33,24000
71,38,32,1,"married",1,true,34,24000
72,38,28,2,"married",1,true,35,24000
73,38,9,1,"child",3,false,-1,0
74,39,38,1,"single",1,true,36,24000
75,40,69,1,"married",1,true,37,24000
76,40,67,2,"married",2,false,-1,500
77,40,18,2,"child",3,false,-1,0
78,41,47,2,"single",1,true,38,24000
79,42,30,1,"married",1,true,39,24000
80,42,29,2,"married",1,true,40,24000
81,43,77,1,"married",1,true,41,24000
82,43,77,2,"married",2,false,-1,500
83,43,18,1,"child",3,false,-1,0
84,44,53,1,"married",1,true,42,24000
85,44,49,2,"married",1,true,43,24000
86,44,18,2,"child",3,false,-1,0
87,45,21,1,"single",2,false,-1,500
88,46,22,1,"single",2,false,-1,500
89,47,60,1,"married",1,true,44,24000
90,47,60,2,"married",1,true,45,24000
91,48,22,1,"single",1,true,46,24000
92,49,45,1,"married",1,true,47,24000
93,49,42,2,"married",2,false,-1,500
94,49,18,2,"child",3,false,-1,0
95,50,59,2,"single",2,false,-1,500
96,51,47,1,"married",2,false,-1,500
97,51,47,2,"married",1,true,48,24000
98,52,78,1,"single",1,true,49,24000
99,53,25,1,"single",1,true,50,24000
100,54,75,1,"single",1,true,51,24000
101,55,77,1,"married",2,false,-1,500
102,55,74,2,"married",1,true,52,24000
103,56,42,2,"single",1,true,53,24000
104,57,41,1,"married",2,false,-1,500
105,57,41,2,"married",2,false,-1,500
106,57,7,2,"child",3,false,-1,0
107,58,51,1,"married",2,false,-1,500
108,58,49,2,"married",2,false,-1,500
109,58,7,1,"child",3,false,-1,0
110,59,57,1,"married",2,false,-1,500
111,59,54,2,"married",2,false,-1,500
112,59,18,1,"child",3,false,-1,0
113,60,52,1,"married",1,true,54,24000
114,60,47,2,"married",1,true,55,24000
115,61,60,1,"married",2,false,-1,500
116,61,55,2,"married",1,true,56,24000
117,61,18,2,"child",3,false,-1,0
118,62,60,1,"married",2,false,-1,500
119,62,60,2,"married",1,true,57,24000
120,62,3,1,"child",3,false,-1,0
121,63,67,1,"married",1,true,58,24000
122,63,63,2,"married",1,true,59,24000
123,63,0,1,"child",3,false,-1,0
124,64,67,1,"single",2,false,-1,500
125,65,33,1,"married",1,true,60,24000
126,65,30,2,"married",1,true,61,24000
127,66,78,2,"single",1,true,62,24000
128,67,21,1,"married",2,false,-1,500
129,67,20,2,"married",1,true,63,24000
130,68,45,2,"single",1,true,64,24000
131,69,73,2,"single",1,true,65,24000
132,70,78,1,"single",1,true,66,24000
133,71,39,1,"married",2,false,-1,500
134,71,36,2,"married",1,true,67,24000
135,72,59,1,"single",1,true,68,24000
136,73,54,1,"single",1,true,69,24000
137,74,56,1,"married",1,true,70,24000
138,74,52,2,"married",2,false,-1,500
139,74,7,1,"child",3,false,-1,0
140,75,66,1,"married",1,true,71,24000
141,75,64,2,"married",1,true,72,24000
142,76,64,2,"single",2,false,-1,500
143,77,59,2,"single",1,true,73,24000
144,78,71,1,"married",1,true,74,24000
145,78,66,2,"married",1,true,75,24000
146,79,21,1,"single",2,false,-1,500
147,80,25,1,"married",2,false,-1,500
148,80,23,2,"married",1,true,76,24000
149,81,74,1,"married",2,false,-1,500
150,81,73,2,"married",1,true,77,24000
151,82,33,1,"married",1,true,78,24000
152,82,28,2,"married",1,true,79,24000
153,82,1,1,"child",3,false,-1,0
154,83,64,1,"married",2,false,-1,500
155,83,59,2,"married",2,false,-1,500
156,83,9,1,"child",3,false,-1,0
157,84,33,1,"married",2,false,-1,500
158,84,30,2,"married",1,true,80,24000
159,85,49,1,"single",1,true,81,24000
160,86,50,1,"married",2,false,-1,500
161,86,46,2,"married",2,false,-1,500
162,86,0,2,"child",3,false,-1,0
163,87,43,1,"married",1,true,82,24000
164,87,40,2,"married",2,false,-1,500
165,87,8,1,"child",3,false,-1,0
166,88,37,1,"married",1,true,83,24000
167,88,35,2,"married",1,true,84,24000
168,89,58,2,"single",1,true,85,24000
169,90,36,1,"single",1,true,86,24000
170,91,69,1,"married",2,false,-1,500
171,91,64,2,"married",1,true,87,24000
172,92,38,1,"married",1,true,88,24000
173,92,33,2,"married",2,false,-1,500
174,92,12,2,"child",3,false,-1,0
175,93,61,1,"married",1,true,89,24000
176,93,61,2,"married",2,false,-1,500
177,94,74,1,"married",2,false,-1,500
178,94,74,2,"married",1,true,90,24000
179,94,18,1,"child",3,false,-1,0
180,95,62,1,"single",1,true,91,24000
181,96,36,1,"married",2,false,-1,500
182,96,32,2,"married",2,false,-1,500
183,96,12,2,"child",3,false,-1,0
184,97,37,1,"single",1,true,92,24000
185,98,75,1,"married",1,true,93,24000
186,98,70,2,"married",1,true,94,24000
187,98,18,2,"child",3,false,-1,0
188,99,59,1,"married",2,false,-1,500
189,99,55,2,"married",2,false,-1,500
190,99,18,1,"child",3,false,-1,0
191,100,54,1,"married",1,true,95,24000
192,100,50,2,"married",2,false,-1,500
193,100,18,1,"child",3,false,-1,0
194,101,73,1,"married",1,true,96,24000
195,101,73,2,"married",2,false,-1,500
196,102,71,1,"single",1,true,97,24000
197,103,73,1,"married",1,true,98,24000
198,103,68,2,"married",2,false,-1,500
199,104,51,1,"married",1,true,99,24000
200,104,51,2,"married",2,false,-1,500
201,104,18,2,"child",3,false,-1,0
202,105,76,1,"married",2,false,-1,500
203,105,74,2,"married",1,true,100,24000
204,106,68,1,"married",1,true,101,24000
205,106,66,2,"married",2,false,-1,500
206,107,44,1,"married",1,true,102,24000
207,107,41,2,"married",1,true,103,24000
208,107,18,1,"child",3,false,-1,0
209,108,44,1,"single",1,true,104,24000
210,109,44,1,"married",1,true,105,24000
211,109,44,2,"married",2,false,-1,500
212,109,18,2,"child",3,false,-1,0
213,110,56,1,"married",2,false,-1,500
214,110,52,2,"married",2,false,-1,500
215,110,18,2,"child",3,false,-1,0
216,111,28,1,"married",1,true,106,24000
217,111,23,2,"married",1,true,107,24000
218,112,52,1,"married",2,false,-1,500
219,112,48,2,"married",2,false,-1,500
220,113,39,1,"married",2,false,-1,500
221,113,38,2,"married",2,false,-1,500
222,113,13,1,"child",3,false,-1,0
223,114,50,1,"single",1,true,108,24000
224,115,46,1,"single",1,true,109,24000
225,116,58,1,"married",1,true,110,24000
226,116,58,2,"married",1,true,111,24000
227,116,12,1,"child",3,false,-1,0
228,117,36,2,"single",2,false,-1,500
229,118,78,1,"married",2,false,-1,500
230,118,76,2,"married",2,false,-1,500
231,118,13,2,"child",3,false,-1,0
232,119,55,1,"married",1,true,112,24000
233,119,51,2,"married",1,true,113,24000
234,120,27,1,"married",1,true,114,24000
235,120,24,2,"married",1,true,115,24000
236,121,74,1,"married",1,true,116,24000
237,121,74,2,"married",1,true,117,24000
238,121,18,2,"child",3,false,-1,0
239,122,74,1,"single",2,false,-1,500
240,123,33,1,"single",1,true,118,24000
241,124,41,1,"single",2,false,-1,500
242,125,35,1,"married",1,true,119,24000
243,125,32,2,"married",1,true,120,24000
244,126,78,2,"single",1,true,121,24000
245,127,26,1,"single",2,false,-1,500
246,128,22,1,"married",1,true,122,24000
247,128,17,2,"married",2,false,-1,500
248,128,0,2,"child",3,false,-1,0
249,129,50,1,"married",2,false,-1,500
250,129,48,2,"married",1,true,123,24000
251,129,6,2,"child",3,false,-1,0
252,130,37,1,"single",1,true,124,24000
253,131,39,1,"married",1,true,125,24000
254,131,34,2,"married",2,false,-1,500
255,132,30,1,"married",1,true,126,24000
256,132,26,2,"married",1,true,127,24000
257,132,0,2,"child",3,false,-1,0
258,133,27,1,"single",2,false,-1,500
259,134,42,2,"single",1,true,128,24000
260,135,40,1,"single",1,true,129,24000
261,136,20,2,"single",1,true,130,24000
262,137,22,1,"married",1,true,131,24000
263,137,18,2,"married",2,false,-1,500
264,138,22,1,"married",2,false,-1,500
265,138,21,2,"married",1,true,132,24000
266,139,53,1,"single",1,true,133,24000
267,140,66,2,"single",2,false,-1,500
268,141,51,2,"single",1,true,134,24000
269,142,50,1,"single",2,false,-1,500
270,143,45,1,"single",1,true,135,24000
271,144,22,2,"single",1,true,136,24000
272,145,74,1,"married",1,true,137,24000
273,145,71,2,"married",1,true,138,24000
274,146,44,1,"married",2,false,-1,500
275,146,39,2,"married",1,true,139,24000
276,147,79,1,"married",1,true,140,24000
277,147,78,2,"married",2,false,-1,500
278,147,18,1,"child",3,false,-1,0
279,148,67,1,"single",2,false,-1,500
280,149,70,2,"single",2,false,-1,500
281,150,51,2,"single",1,true,141,24000
282,151,77,1,"married",1,true,142,24000
283,151,72,2,"married",2,false,-1,500
284,151,18,1,"child",3,false,-1,0
285,152,29,2,"single",1,true,143,24000
286,153,47,1,"married",2,false,-1,500
287,153,44,2,"married",1,true,144,24000
288,154,73,1,"married",1,true,145,24000
289,154,72,2,"married",2,false,-1,500
290,155,38,1,"married",2,false,-1,500
291,155,35,2,"married",2,false,-1,500
292,156,49,1,"married",1,true,146,24000
293,156,44,2,"married",1,true,147,24000
294,156,1,1,"child",3,false,-1,0
295,157,58,1,"married",1,true,148,24000
296,157,55,2,"married",1,true,149,24000
297,158,21,1,"married",1,true,150,24000
298,158,16,2,"married",2,false,-1,500
299,158,0,2,"child",3,false,-1,0
300,159,67,1,"single",2,false,-1,500
301,160,65,1,"married",1,true,151,24000
302,160,64,2,"married",2,false,-1,500
303,160,18,1,"child",3,false,-1,0
304,161,68,1,"married",2,false,-1,500
305,161,66,2,"married",2,false,-1,500
306,162,33,1,"married",1,true,152,24000
307,162,30,2,"married",2,false,-1,500
308,162,8,1,"child",3,false,-1,0
309,163,36,1,"married",1,true,153,24000
310,163,35,2,"married",1,true,154,24000
311,163,10,1,"child",3,false,-1,0
312,164,54,1,"married",1,true,155,24000
313,164,53,2,"married",2,false,-1,500
314,164,13,1,"child",3,false,-1,0
315,165,38,1,"single",2,false,-1,500
316,166,56,2,"single",1,true,156,24000
317,167,59,1,"married",1,true,157,24000
318,167,58,2,"married",1,true,158,24000
319,167,18,2,"child",3,false,-1,0
320,168,57,2,"single",1,true,159,24000
321,169,22,1,"single",1,true,160,24000
322,170,63,1,"married",1,true,161,24000
323,170,59,2,"married",1,true,162,24000
324,170,18,2,"child",3,false,-1,0
325,171,63,2,"single",2,false,-1,500
326,172,61,2,"single",2,false,-1,500
327,173,45,1,"married",1,true,163,24000
328,173,41,2,"married",1,true,164,24000
329,173,10,2,"child",3,false,-1,0
330,174,37,1,"single",1,true,165,24000
331,175,25,2,"single",1,true,166,24000
332,176,33,2,"single",1,true,167,24000
333,177,40,1,"married",1,true,168,24000
334,177,35,2,"married",1,true,169,24000
335,178,74,1,"married",1,true,170,24000
336,178,73,2,"married",1,true,171,24000
337,178,10,2,"child",3,false,-1,0
338,179,69,1,"single",1,true,172,24000
339,180,71,1,"married",2,false,-1,500
340,180,69,2,"married",2,false,-1,500
341,180,12,1,"child",3,false,-1,0
342,181,52,1,"single",2,false,-1,500
343,182,76,1,"single",1,true,173,24000
344,183,76,1,"married",1,true,174,24000
345,183,76,2,"married",1,true,175,24000
346,183,18,1,"child",3,false,-1,0
347,184,38,1,"married",2,false,-1,500
348,184,37,2,"married",2,false,-1,500
349,185,40,1,"single",1,true,176,24000
350,186,48,1,"married",1,true,177,24000
351,186,45,2,"married",1,true,178,24000
352,186,18,2,"child",3,false,-1,0
353,187,63,1,"married",1,true,179,24000
354,187,60,2,"married",2,false,-1,500
355,188,78,1,"married",1,true,180,24000
356,188,73,2,"married",2,false,-1,500
357,188,18,2,"child",3,false,-1,0
358,189,73,1,"married",2,false,-1,500
359,189,70,2,"married",2,false,-1,500
360,190,69,1,"married",2,false,-1,500
361,190,64,2,"married",2,false,-1,500
362,190,18,1,"child",3,false,-1,0
363,191,35,1,"married",1,true,181,24000
364,191,30,2,"married",2,false,-1,500
365,191,11,1,"child",3,false,-1,0
366,192,27,2,"single",1,true,182,24000
367,193,20,2,"single",2,false,-1,500
368,194,69,1,"single",1,true,183,24000
369,195,33,1,"single",2,false,-1,500
370,196,55,1,"single",1,true,184,24000
371,197,36,1,"married",1,true,185,24000
372,197,32,2,"married",2,false,-1,500
373,197,5,1,"child",3,false,-1,0
374,198,74,1,"single",2,false,-1,500
375,199,53,1,"single",1,true,186,24000
376,200,39,2,"single",1,true,187,24000
377,201,52,2,"single",1,true,188,24000
378,202,47,1,"married",1,true,189,24000
379,202,45,2,"married",2,false,-1,500
380,203,75,1,"married",2,false,-1,500
381,203,71,2,"married",1,true,190,24000
382,204,79,1,"married",2,false,-1,500
383,204,76,2,"married",1,true,191,24000
384,204,18,1,"child",3,false,-1,0
385,205,44,1,"married",1,true,192,24000
386,205,43,2,"married",1,true,193,24000
387,205,13,1,"child",3,false,-1,0
388,206,42,1,"married",1,true,194,24000
389,206,38,2,"married",2,false,-1,500
390,207,65,1,"married",1,true,195,24000
391,207,60,2,"married",2,false,-1,500
392,207,18,1,"child",3,false,-1,0
393,208,43,1,"married",1,true,196,24000
394,208,43,2,"married",1,true,197,24000
395,209,43,1,"married",2,false,-1,500
396,209,38,2,"married",2,false,-1,500
397,209,18,1,"child",3,false,-1,0
398,210,44,1,"single",2,false,-1,500
399,211,53,2,"single",1,true,198,24000
400,212,53,2,"single",1,true,199,24000
401,213,67,1,"married",1,true,200,24000
402,213,65,2,"married",1,true,201,24000
403,213,10,2,"child",3,false,-1,0
404,214,63,1,"married",2,false,-1,500
405,214,63,2,"married",2,false,-1,500
406,214,10,1,"child",3,false,-1,0
407,215,45,1,"married",1,true,202,24000
408,215,42,2,"married",1,true,203,24000
409,215,17,2,"child",3,false,-1,0
410,216,29,2,"single",2,false,-1,500
411,217,60,1,"married",1,true,204,24000
412,217,59,2,"married",2,false,-1,500
413,217,3,1,"child",3,false,-1,0
414,218,43,1,"single",1,true,205,24000
415,219,76,2,"single",1,true,206,24000
416,220,45,1,"single",2,false,-1,500
417,221,42,2,"single",1,true,207,24000
418,222,42,1,"married",1,true,208,24000
419,222,37,2,"married",1,true,209,24000
420,222,10,2,"child",3,false,-1,0
421,223,34,1,"married",1,true,210,24000
422,223,29,2,"married",1,true,211,24000
423,223,3,1,"child",3,false,-1,0
424,224,46,1,"married",2,false,-1,500
425,224,46,2,"married",1,true,212,24000
426,224,5,2,"child",3,false,-1,0
427,225,28,1,"married",1,true,213,24000
428,225,26,2,"married",2,false,-1,500
429,225,1,2,"child",3,false,-1,0
430,226,39,1,"married",1,true,214,24000
431,226,34,2,"married",2,false,-1,500
432,226,0,1,"child",3,false,-1,0
433,227,69,1,"married",1,true,215,24000
434,227,65,2,"married",1,true,216,24000
435,227,8,1,"child",3,false,-1,0
436,228,62,2,"single",2,false,-1,500
437,229,32,2,"single",1,true,217,24000
438,230,70,1,"married",2,false,-1,500
439,230,68,2,"married",2,false,-1,500
440,230,6,2,"child",3,false,-1,0
441,231,36,1,"single",1,true,218,24000
442,232,53,2,"single",1,true,219,24000
443,233,72,1,"married",1,true,220,24000
444,233,69,2,"married",1,true,221,24000
445,234,54,2,"single",2,false,-1,500
446,235,43,1,"married",2,false,-1,500
447,235,43,2,"married",2,false,-1,500
448,235,13,1,"child",3,false,-1,0
449,236,44,1,"married",2,false,-1,500
450,236,44,2,"married",2,false,-1,500
451,237,51,1,"married",2,false,-1,500
452,237,51,2,"married",2,false,-1,500
453,237,2,2,"child",3,false,-1,0
454,238,23,1,"married",2,false,-1,500
455,238,22,2,"married",2,false,-1,500
456,239,52,2,"single",1,true,222,24000
457,240,64,1,"married",1,true,223,24000
458,240,61,2,"married",1,true,224,24000
459,240,18,1,"child",3,false,-1,0
460,241,21,1,"married",1,true,225,24000
461,241,17,2,"married",2,false,-1,500
462,242,25,1,"married",2,false,-1,500
463,242,24,2,"married",1,true,226,24000
464,242,0,1,"child",3,false,-1,0
465,243,28,1,"married",2,false,-1,500
466,243,27,2,"married",2,false,-1,500
467,244,56,1,"single",2,false,-1,500
468,245,61,2,"single",1,true,227,24000
469,246,54,1,"married",2,false,-1,500
470,246,54,2,"married",2,false,-1,500
471,246,17,2,"child",3,false,-1,0
472,247,72,1,"single",1,true,228,24000
473,248,29,2,"single",2,false,-1,500
474,249,77,1,"married",1,true,229,24000
475,249,72,2,"married",2,false,-1,500
476,249,18,2,"child",3,false,-1,0
477,250,33,1,"single",1,true,230,24000
478,251,40,2,"single",1,true,231,24000
479,252,72,1,"married",2,false,-1,500
480,252,68,2,"married",2,false,-1,500
481,252,17,2,"child",3,false,-1,0
482,253,51,2,"single",1,true,232,24000
483,254,66,1,"married",2,false,-1,500
484,254,64,2,"married",2,false,-1,500
485,254,18,1,"child",3,false,-1,0
486,255,39,1,"married",1,true,233,24000
487,255,34,2,"married",2,false,-1,500
488,256,34,2,"single",2,false,-1,500
489,257,51,1,"single",1,true,234,24000
490,258,36,2,"single",1,true,235,24000
491,259,72,1,"married",1,true,236,24000
492,259,67,2,"married",2,false,-1,500
493,260,74,1,"married",2,false,-1,500
494,260,70,2,"married",1,true,237,24000
495,261,76,2,"single",2,false,-1,500
496,262,59,1,"married",2,false,-1,500
497,262,54,2,"married",2,false,-1,500
498,263,27,1,"single",1,true,238,24000
499,264,41,1,"single",1,true,239,24000
500,265,25,1,"married",2,false,-1,500
501,265,21,2,"married",2,false,-1,500
502,266,23,1,"single",1,true,240,24000
503,267,38,1,"married",1,true,241,24000
504,267,34,2,"married",1,true,242,24000
505,267,15,1,"child",3,false,-1,0
506,268,41,1,"single",1,true,243,24000
507,269,32,2,"single",1,true,244,24000
508,270,24,1,"single",2,false,-1,500
509,271,21,1,"married",1,true,245,24000
510,271,16,2,"married",2,false,-1,500
511,271,0,1,"child",3,false,-1,0
512,272,58,1,"married",2,false,-1,500
513,272,58,2,"married",1,true,246,24000
514,272,18,1,"child",3,false,-1,0
515,273,67,1,"married",1,true,247,24000
516,273,64,2,"married",1,true,248,24000
517,274,70,1,"single",1,true,249,24000
518,275,57,1,"married",2,false,-1,500
519,275,57,2,"married",1,true,250,24000
520,275,11,1,"child",3,false,-1,0
521,276,64,1,"married",1,true,251,24000
522,276,64,2,"married",2,false,-1,500
523,276,18,2,"child",3,false,-1,0
524,277,49,2,"single",1,true,252,24000
525,278,47,2,"single",1,true,253,24000
526,279,32,1,"married",2,false,-1,500
527,279,31,2,"married",1,true,254,24000
528,279,2,1,"child",3,false,-1,0
529,280,49,2,"single",1,true,255,24000
530,281,27,1,"married",2,false,-1,500
531,281,22,2,"married",1,true,256,24000
532,281,0,1,"child",3,false,-1,0
533,282,28,2,"single",2,false,-1,500
534,283,54,2,"single",1,true,257,24000
535,284,30,1,"married",1,true,258,24000
536,284,27,2,"married",2,false,-1,500
537,285,31,2,"single",1,true,259,24000
538,286,57,2,"single",1,true,260,24000
539,287,70,2,"single",1,true,261,24000
540,288,50,1,"married",2,false,-1,500
541,288,46,2,"married",1,true,262,24000
542,289,75,1,"married",1,true,263,24000
543,289,72,2,"married",1,true,264,24000
544,290,22,1,"married",1,true,265,24000
545,290,19,2,"married",1,true,266,24000
546,290,0,1,"child",3,false,-1,0
547,291,50,1,"single",1,true,267,24000
548,292,66,1,"married",2,false,-1,500
549,292,63,2,"married",2,false,-1,500
550,292,18,2,"child",3,false,-1,0
551,293,36,1,"single",2,false,-1,500
552,294,58,1,"married",1,true,268,24000
553,294,53,2,"married",2,false,-1,500
554,295,32,1,"married",2,false,-1,500
555,295,31,2,"married",1,true,269,24000
556,295,7,2,"child",3,false,-1,0
557,296,33,2,"single",2,false,-1,500
558,297,42,1,"married",1,true,270,24000
559,297,39,2,"married",2,false,-1,500
560,297,9,2,"child",3,false,-1,0
561,298,41,1,"married",1,true,271,24000
562,298,38,2,"married",1,true,272,24000
563,298,11,2,"child",3,false,-1,0
564,299,56,1,"married",1,true,273,24000
565,299,53,2,"married",1,true,274,24000
566,300,69,2,"single",1,true,275,24000
567,301,29,1,"married",1,true,276,24000
568,301,25,2,"married",2,false,-1,500
569,302,67,2,"single",1,true,277,24000
570,303,38,1,"married",1,true,278,24000
571,303,38,2,"married",1,true,279,24000
572,303,5,2,"child",3,false,-1,0
573,304,29,1,"married",1,true,280,24000
574,304,29,2,"married",1,true,281,24000
575,305,53,1,"married",1,true,282,24000
576,305,50,2,"married",2,false,-1,500
577,305,18,1,"child",3,false,-1,0
578,306,36,1,"married",1,true,283,24000
579,306,36,2,"married",1,true,284,24000
580,306,13,2,"child",3,false,-1,0
581,307,26,1,"single",1,true,285,24000
582,308,66,1,"married",1,true,286,24000
583,308,62,2,"married",2,false,-1,500
584,309,62,1,"married",1,true,287,24000
585,309,58,2,"married",1,true,288,24000
586,310,58,1,"married",1,true,289,24000
587,310,58,2,"married",1,true,290,24000
588,310,18,2,"child",3,false,-1,0
589,311,29,1,"married",1,true,291,24000
590,311,25,2,"married",2,false,-1,500
591,312,67,2,"single",1,true,292,24000
592,313,38,1,"married",1,true,293,24000
593,313,38,2,"married",1,true,294,24000
594,313,5,2,"child",3,false,-1,0
595,314,29,1,"married",1,true,295,24000
596,314,29,2,"married",1,true,296,24000
597,315,53,1,"married",1,true,297,24000
598,315,50,2,"married",2,false,-1,500
599,315,18,1,"child",3,false,-1,0
600,316,36,1,"married",1,true,298,24000
601,316,36,2,"married",1,true,299,24000
602,316,13,2,"child",3,false,-1,0
603,317,26,1,"single",1,true,300,24000
604,318,66,1,"married",1,true,301,24000
605,318,62,2,"married",2,false,-1,500
606,319,62,1,"married",1,true,302,24000
607,319,58,2,"married",1,true,303,24000
608,320,58,1,"married",1,true,304,24000
609,320,58,2,"married",1,true,305,24000
610,320,18,2,"child",3,false,-1,0
611,321,29,1,"married",1,true,306,24000
612,321,25,2,"married",2,false,-1,500
613,322,67,2,"single",1,true,307,24000
614,323,38,1,"married",1,true,308,24000
615,323,38,2,"married",1,true,309,24000
616,323,5,2,"child",3,false,-1,0
617,324,29,1,"married",1,true,310,24000
618,324,29,2,"married",1,true,311,24000
619,325,53,1,"married",1,true,312,24000
620,325,50,2,"married",2,false,-1,500
621,325,18,1,"child",3,false,-1,0
622,326,36,1,"married",1,true,313,24000
623,326,36,2,"married",1,true,314,24000
624,326,13,2,"child",3,false,-1,0
625,327,26,1,"single",1,true,315,24000
626,328,66,1,"married",1,true,316,24000
627,328,62,2,"married",2,false,-1,500
628,329,62,1,"married",1,true,317,24000
629,329,58,2,"married",1,true,318,24000
630,330,58,1,"married",1,true,319,24000
631,330,58,2,"married",1,true,320,24000
632,330,18,2,"child",3,false,-1,0
633,331,29,1,"married",1,true,321,24000
634,331,25,2,"married",2,false,-1,500
635,332,67,2,"single",1,true,322,24000
636,333,38,1,"married",1,true,323,24000
637,333,38,2,"married",1,true,324,24000
638,333,5,2,"child",3,false,-1,0
639,334,29,1,"married",1,true,325,24000
640,334,29,2,"married",1,true,326,24000
641,335,53,1,"married",1,true,327,24000
642,335,50,2,"married",2,false,-1,500
643,335,18,1,"child",3,false,-1,0
644,336,36,1,"married",1,true,328,24000
645,336,36,2,"married",1,true,329,24000
646,336,13,2,"child",3,false,-1,0
647,337,26,1,"single",1,true,330,24000
648,338,66,1,"married",1,true,331,24000
649,338,62,2,"married",2,false,-1,500
650,339,62,1,"married",1,true,332,24000
651,339,58,2,"married",1,true,333,24000
652,340,58,1,"married",1,true,334,24000
653,340,58,2,"married",1,true,335,24000
654,340,18,2,"child",3,false,-1,0
655,341,29,1,"married",1,true,336,24000
656,341,25,2,"married",2,false,-1,500
657,342,67,2,"single",1,true,337,24000
658,343,38,1,"married",1,true,338,24000
659,343,38,2,"married",1,true,339,24000
660,343,5,2,"child",3,false,-1,0
661,344,29,1,"married",1,true,340,24000
662,344,29,2,"married",1,true,341,24000
663,345,53,1,"married",1,true,342,24000
664,345,50,2,"married",2,false,-1,500
665,345,18,1,"child",3,false,-1,0
666,346,36,1,"married",1,true,343,24000
667,346,36,2,"married",1,true,344,24000
668,346,13,2,"child",3,false,-1,0
669,347,26,1,"single",1,true,345,24000
670,348,66,1,"married",1,true,346,24000
671,348,62,2,"married",2,false,-1,500
672,349,62,1,"married",1,true,347,24000
673,349,58,2,"married",1,true,348,24000
674,350,58,1,"married",1,true,349,24000
675,350,58,2,"married",1,true,350,24000
676,350,18,2,"child",3,false,-1,0
677,351,29,1,"married",1,true,351,24000
678,351,25,2,"married",2,false,-1,500
679,352,67,2,"single",1,true,352,24000
680,353,38,1,"married",1,true,353,24000
681,353,38,2,"married",1,true,354,24000
682,353,5,2,"child",3,false,-1,0
683,354,29,1,"married",1,true,355,24000
684,354,29,2,"married",1,true,356,24000
685,355,53,1,"married",1,true,357,24000
686,355,50,2,"married",2,false,-1,500
687,355,18,1,"child",3,false,-1,0
688,356,36,1,"married",1,true,358,24000
689,356,36,2,"married",1,true,359,24000
690,356,13,2,"child",3,false,-1,0
691,357,26,1,"single",1,true,360,24000
692,358,66,1,"married",1,true,361,24000
693,358,62,2,"married",2,false,-1,500
694,359,62,1,"married",1,true,362,24000
695,359,58,2,"married",1,true,363,24000
696,360,58,1,"married",1,true,364,24000
