id,dwelling,hhSize,autos
354,354,1,2
355,355,1,0
356,356,3,1
357,357,1,0
358,358,3,0
359,359,1,1
360,360,3,1
361,361,3,0
362,362,2,2
363,363,1,0
364,364,3,0
365,365,3,2
366,366,1,2
367,367,1,1
368,368,3,0
369,369,3,1
370,370,1,0
371,371,1,2
372,372,1,1
373,373,3,1
374,374,1,0
375,375,3,0
376,376,2,1
377,377,1,1
378,378,1,1
379,379,2,1
380,380,1,1
381,381,1,1
382,382,2,2
383,383,1,0
384,384,3,1
385,385,3,2
386,386,2,0
387,387,1,0
388,388,1,1
389,389,1,2
390,390,2,0
391,391,1,1
392,392,3,2
393,393,2,1
394,394,2,1
395,395,1,1
396,396,3,2
397,397,3,1
398,398,1,2
399,399,2,0
400,400,3,2
401,401,1,1
402,402,1,2
403,403,1,1
404,404,2,1
405,405,1,0
406,406,1,2
407,407,1,1
408,408,1,0
409,409,2,2
410,410,2,1
411,411,1,2
412,412,1,0
413,413,3,2
414,414,3,0
415,415,1,1
416,416,2,0
417,417,1,1
418,418,1,1
419,419,1,2
420,420,2,2
421,421,1,0
422,422,1,1
423,423,1,2
424,424,3,0
425,425,1,2
426,426,2,1
427,427,3,0
428,428,3,1
429,429,1,2
430,430,1,1
431,431,3,2
432,432,1,0
433,433,1,1
434,434,3,1
435,435,3,2
436,436,3,1
437,437,1,0
438,438,1,0
439,439,2,1
440,440,1,1
441,441,3,0
442,442,1,1
443,443,1,1
444,444,3,1
445,445,2,0
446,446,1,1
447,447,2,2
448,448,1,1
449,449,1,0
450,450,1,1
451,451,1,0
452,452,2,2
453,453,3,1
454,454,1,2
455,455,3,0
456,456,1,1
457,457,2,2
458,458,3,2
459,459,1,0
460,460,2,2
461,461,1,2
462,462,1,1
463,463,3,1
464,464,1,1
465,465,1,0
466,466,2,1
467,467,2,1
468,468,1,1
469,469,1,2
470,470,1,2
471,471,1,2
472,472,1,1
473,473,1,0
474,474,1,1
475,475,3,2
476,476,3,0
477,477,2,2
478,478,2,1
479,479,2,0
480,480,1,0
481,481,1,0
482,482,1,0
483,483,2,0
484,484,3,2
485,485,3,0
486,486,3,0
487,487,2,2
488,488,1,1
489,489,1,1
490,490,2,1
491,491,1,2
492,492,3,1
493,493,3,1
494,494,1,0
495,495,3,1
496,496,3,2
497,497,2,1
498,498,3,1
499,499,3,1
500,500,1,2
501,501,1,0
502,502,3,2
503,503,3,0
504,504,3,2
505,505,1,2
506,506,1,2
507,507,1,2
508,508,3,2
509,509,1,0
510,510,1,1
511,511,1,2
512,512,1,2
513,513,3,2
514,514,1,0
515,515,3,0
516,516,1,2
517,517,1,2
518,518,3,2
519,519,3,0
520,520,1,1
521,521,2,0
522,522,2,1
523,523,3,0
524,524,3,0
525,525,1,2
526,526,3,1
527,527,2,2
528,528,1,0
529,529,2,0
530,530,1,0
531,531,1,0
532,532,1,2
533,533,3,2
534,534,1,2
535,535,2,0
536,536,3,0
537,537,2,1
538,538,2,2
539,539,1,1
540,540,3,2
541,541,3,2
542,542,2,2
543,543,2,1
544,544,3,2
545,545,1,1
546,546,3,0
547,547,3,2
548,548,3,1
549,549,3,0
550,550,1,0
551,551,1,2
552,552,3,2
553,553,1,2
554,554,1,1
555,555,3,1
556,556,1,2
557,557,2,2
558,558,3,1
559,559,3,2
560,560,1,1
561,561,2,1
562,562,2,2
563,563,2,0
564,564,1,1
565,565,2,2
566,566,3,0
567,567,3,1
568,568,2,0
569,569,1,0
570,570,3,1
571,571,1,0
572,572,3,1
573,573,3,2
574,574,1,2
575,575,1,0
576,576,2,2
577,577,2,2
578,578,3,2
579,579,2,1
580,580,2,0
581,581,1,0
582,582,2,1
583,583,1,1
584,584,3,1
585,585,2,1
586,586,2,1
587,587,3,1
588,588,3,1
589,589,1,1
590,590,3,0
591,591,3,2
592,592,2,0
593,593,3,0
594,594,1,1
595,595,1,0
596,596,2,2
597,597,1,0
598,598,1,1
599,599,1,1
600,600,3,1
601,601,2,0
602,602,1,2
603,603,3,1
604,604,2,0
605,605,3,2
606,606,3,1
607,607,1,0
608,608,2,1
609,609,2,2
610,610,3,0
611,611,2,1
612,612,2,0
613,613,2,1
614,614,1,2
615,615,1,0
616,616,1,1
617,617,1,1
618,618,1,0
619,619,1,1
620,620,2,1
621,621,2,0
622,622,1,2
623,623,3,1
624,624,2,0
625,625,3,2
626,626,3,1
627,627,1,0
628,628,2,1
629,629,2,2
630,630,3,0
631,631,2,1
632,632,2,0
633,633,2,1
634,634,1,2
635,635,1,0
636,636,1,1
637,637,1,1
638,638,1,0
639,639,1,1
640,640,2,1
641,641,2,0
642,642,1,2
643,643,3,1
644,644,2,0
645,645,3,2
646,646,3,1
647,647,1,0
648,648,2,1
649,649,2,2
650,650,3,0
651,651,2,1
652,652,2,0
653,653,2,1
654,654,1,2
655,655,1,0
656,656,1,1
657,657,1,1
658,658,1,0
659,659,1,1
660,660,2,1
661,661,2,0
662,662,1,2
663,663,3,1
664,664,2,0
665,665,3,2
666,666,3,1
667,667,1,0
668,668,2,1
669,669,2,2
670,670,3,0
671,671,2,1
672,672,2,0
673,673,2,1
674,674,1,2
675,675,1,0
676,676,1,1
677,677,1,1
678,678,1,0
679,679,1,1
680,680,2,1
681,681,2,0
682,682,1,2
683,683,3,1
684,684,2,0
685,685,3,2
686,686,3,1
687,687,1,0
688,688,2,1
689,689,2,2
690,690,3,0
691,691,2,1
692,692,2,0
693,693,2,1
694,694,1,2
695,695,1,0
696,696,1,1
697,697,1,1
698,698,1,0
699,699,1,1
700,700,2,1
701,701,2,0
702,702,1,2
703,703,3,1
704,704,2,0
705,705,3,2
706,706,3,1
707,707,1,0
708,708,2,1
709,709,2,2
710,710,3,0
711,711,2,1
712,712,2,0
713,713,2,1
714,714,1,2
715,715,1,0
716,716,1,1
717,717,1,1
718,718,1,0
719,719,1,1
720,720,2,1
721,721,2,0
722,722,1,2
723,723,3,1
724,724,2,0
725,725,3,2
726,726,3,1
727,727,1,0
728,728,2,1
729,729,2,2
730,730,3,0
731,731,2,1
732,732,2,0
733,733,2,1
734,734,1,2
735,735,1,0
736,736,1,1
737,737,1,1
738,738,1,0
739,739,1,1
740,740,2,1
741,741,1,1
742,742,3,2
743,743,1,2
744,744,2,0
745,745,2,0
746,746,3,0
747,747,2,2
748,748,3,1
749,749,2,2
750,750,3,2
751,751,3,0
752,752,3,2
753,753,2,0
754,754,1,2
755,755,1,1
756,756,1,0
757,757,1,0
758,758,3,1
759,759,1,0
760,760,3,2
761,761,1,2
762,762,2,0
763,763,3,2
764,764,3,0
765,765,1,1
766,766,1,0
767,767,2,2
768,768,1,2
769,769,3,0
770,770,1,0
771,771,2,2
772,772,1,2
773,773,1,1
774,774,1,1
775,775,2,0
776,776,1,2
777,777,3,0
778,778,3,0
779,779,3,0
780,780,2,1
781,781,3,0
782,782,3,0
783,783,3,0
784,784,1,0
785,785,2,0
786,786,1,1
787,787,2,0
788,788,1,1
789,789,1,1
790,790,1,1
791,791,2,0
792,792,1,1
793,793,1,1
794,794,3,1
795,795,2,2
796,796,1,0
797,797,1,0
798,798,2,1
799,799,1,2
800,800,2,0
801,801,2,2
802,802,3,0
803,803,3,1
804,804,2,0
805,805,1,1
806,806,3,0
807,807,3,2
808,808,2,0
809,809,1,2
810,810,1,1
811,811,2,1
812,812,3,0
813,813,2,0
814,814,3,2
815,815,1,1
816,816,3,1
817,817,1,1
818,818,3,2
819,819,3,2
820,820,3,2
821,821,2,2
822,822,1,1
823,823,2,1
824,824,3,0
825,825,2,2
826,826,2,0
827,827,3,2
828,828,1,1
829,829,3,2
830,830,3,2
831,831,2,0
832,832,2,2
833,833,3,2
834,834,1,2
835,835,1,1
836,836,3,1
837,837,1,2
838,838,3,1
839,839,2,1
840,840,2,2
841,841,3,2
842,842,1,1
843,843,1,2
844,844,1,1
845,845,2,0
846,846,1,2
847,847,1,2
848,848,3,1
849,849,3,0
850,850,1,0
851,851,2,2
852,852,3,0
853,853,1,0
854,854,1,2
855,855,1,0
856,856,1,0
857,857,2,0
858,858,2,2
859,859,1,1
860,860,1,1
861,861,1,1
862,862,1,1
863,863,1,0
864,864,1,1
865,865,2,1
866,866,2,2
867,867,3,2
868,868,1,0
869,869,1,0
870,870,1,2
871,871,3,0
872,872,1,1
873,873,2,1
874,874,2,0
875,875,2,2
876,876,3,0
877,877,2,2
878,878,3,0
879,879,1,2
880,880,3,2
881,881,2,1
882,882,3,2
883,883,3,2
884,884,3,2
885,885,1,0
886,886,1,0
887,887,3,2
888,888,1,1
889,889,1,0
890,890,3,1
891,891,1,0
892,892,1,1
893,893,3,2
894,894,1,0
895,895,1,2
896,896,1,1
897,897,2,1
898,898,3,2
899,899,1,0
900,900,3,1
901,901,1,0
902,902,1,0
903,903,3,0
904,904,2,1
905,905,1,1
906,906,3,1
907,907,2,1
908,908,3,2
909,909,2,2
910,910,3,2
911,911,3,0
912,912,1,0
913,913,1,2
914,914,1,0
915,915,1,2
916,916,1,0
917,917,3,0
918,918,1,0
919,919,1,1
920,920,1,2
921,921,1,0
922,922,2,2
923,923,2,2
924,924,3,1
925,925,3,1
926,926,2,2
927,927,3,0
928,928,2,1
929,929,3,0
930,930,1,2
931,931,1,1
932,932,1,1
933,933,3,0
934,934,3,0
935,935,3,2
936,936,1,1
937,937,3,0
938,938,1,0
939,939,1,2
940,940,1,2
941,941,1,0
942,942,3,2
943,943,3,0
944,944,3,1
945,945,3,0
946,946,3,0
947,947,3,1
948,948,1,0
949,949,1,1
950,950,3,0
951,951,1,1
952,952,1,1
953,953,2,1
954,954,1,2
955,955,3,0
956,956,2,0
957,957,3,0
958,958,2,1
959,959,1,1
960,960,3,0
961,961,2,0
962,962,3,1
963,963,2,1
964,964,1,1
965,965,1,0
966,966,3,0
967,967,1,2
968,968,1,0
969,969,3,0
970,970,1,0
971,971,1,1
972,972,3,1
973,973,1,2
974,974,3,0
975,975,2,1
976,976,1,1
977,977,1,0
978,978,1,1
979,979,2,2
980,980,2,1
981,981,1,1
982,982,2,1
983,983,1,0
984,984,1,1
985,985,2,1
986,986,1,2
987,987,3,2
988,988,1,0
989,989,1,0
990,990,1,0
991,991,3,0
992,992,3,1
993,993,2,2
994,994,1,0
995,995,3,2
996,996,3,0
997,997,1,1
998,998,1,2
999,999,3,1
1000,1000,1,2
1001,1001,3,0
1002,1002,1,0
1003,1003,1,2
1004,1004,2,2
1005,1005,1,2
1006,1006,1,1
1007,1007,1,0
1008,1008,2,0
1009,1009,2,0
1010,1010,3,2
1011,1011,1,0
1012,1012,3,1
1013,1013,1,0
1014,1014,2,2
1015,1015,3,1
1016,1016,1,2
1017,1017,3,2
1018,1018,3,0
1019,1019,2,2
1020,1020,1,1
1021,1021,2,0
1022,1022,2,0
1023,1023,2,2
1024,1024,2,0
1025,1025,1,1
1026,1026,1,1
1027,1027,3,0
1028,1028,1,2
1029,1029,1,1
1030,1030,3,0
1031,1031,1,1
1032,1032,1,0
1033,1033,3,1
1034,1034,1,1
1035,1035,2,1
1036,1036,3,1
1037,1037,2,1
1038,1038,3,0
1039,1039,1,1
1040,1040,1,0
1041,1041,3,2
1042,1042,3,2
1043,1043,3,0
1044,1044,2,1
1045,1045,1,2
1046,1046,1,0
1047,1047,1,2
1048,1048,1,2
1049,1049,1,2
1050,1050,1,0
1051,1051,2,1
1052,1052,1,2
1053,1053,1,2
1054,1054,3,2
1055,1055,3,1
1056,1056,3,0
1057,1057,2,2
1058,1058,3,0
1059,1059,1,1
1060,1060,1,1
1061,1061,2,0
1062,1062,3,0
1063,1063,1,0
1064,1064,2,0
1065,1065,3,0
1066,1066,3,2
1067,1067,3,1
1068,1068,1,2
1069,1069,1,2
1070,1070,1,2
1071,1071,1,1
1072,1072,3,1
1073,1073,2,2
1074,1074,1,2
1075,1075,1,0
1076,1076,3,1
1077,1077,1,0
1078,1078,3,0
1079,1079,1,1
1080,1080,3,1
1081,1081,3,0
1082,1082,2,2
1083,1083,1,0
1084,1084,3,0
1085,1085,3,2
1086,1086,1,2
1087,1087,1,1
1088,1088,3,0
1089,1089,3,1
1090,1090,1,0
1091,1091,1,2
1092,1092,1,1
1093,1093,3,1
1094,1094,1,0
1095,1095,3,0
1096,1096,2,1
1097,1097,1,1
1098,1098,1,1
1099,1099,2,1
1100,1100,1,1
1101,1101,1,1
1102,1102,2,2
1103,1103,1,0
1104,1104,3,1
1105,1105,3,2
1106,1106,2,0
1107,1107,1,0
1108,1108,1,1
1109,1109,1,2
1110,1110,2,0
1111,1111,1,1
1112,1112,3,2
1113,1113,2,1
1114,1114,2,1
1115,1115,1,1
1116,1116,3,2
1117,1117,3,1
1118,1118,1,2
1119,1119,2,0
1120,1120,3,2
1121,1121,1,1
1122,1122,1,2
1123,1123,1,1
1124,1124,2,1
1125,1125,1,0
1126,1126,1,2
1127,1127,1,1
1128,1128,1,0
1129,1129,2,2
1130,1130,2,1
1131,1131,1,2
1132,1132,1,0
1133,1133,3,2
1134,1134,3,0
1135,1135,1,1
1136,1136,2,0
1137,1137,1,1
1138,1138,1,1
1139,1139,1,2
1140,1140,2,2
1141,1141,1,0
1142,1142,1,1
1143,1143,1,2
1144,1144,3,0
1145,1145,1,2
1146,1146,2,1
1147,1147,3,0
1148,1148,3,1
1149,1149,1,2
1150,1150,1,1
1151,1151,3,2
1152,1152,1,0
1153,1153,1,1
1154,1154,3,1
1155,1155,3,2
1156,1156,3,1
1157,1157,1,0
1158,1158,1,0
1159,1159,2,1
1160,1160,1,1
1161,1161,3,0
1162,1162,1,1
1163,1163,1,1
1164,1164,3,1
1165,1165,2,0
1166,1166,1,1
1167,1167,2,2
1168,1168,1,1
1169,1169,1,0
1170,1170,1,1
1171,1171,1,0
1172,1172,2,2
1173,1173,3,1
1174,1174,1,2
1175,1175,3,0
1176,1176,1,1
1177,1177,2,2
1178,1178,3,2
1179,1179,1,0
1180,1180,2,2
1181,1181,1,2
1182,1182,1,1
1183,1183,3,1
1184,1184,1,1
1185,1185,1,0
1186,1186,2,1
1187,1187,2,1
1188,1188,1,1
1189,1189,1,2
1190,1190,1,2
1191,1191,1,2
1192,1192,1,1
1193,1193,1,0
1194,1194,1,1
1195,1195,3,2
1196,1196,3,0
1197,1197,2,2
1198,1198,2,1
1199,1199,2,0
1200,1200,1,0
1201,1201,1,0
1202,1202,1,0
1203,1203,2,0
1204,1204,3,2
1205,1205,3,0
1206,1206,3,0
1207,1207,2,2
1208,1208,1,1
1209,1209,1,1
1210,1210,2,1
1211,1211,1,2
1212,1212,3,1
1213,1213,3,1
1214,1214,1,0
1215,1215,3,1
1216,1216,3,2
1217,1217,2,1
1218,1218,3,1
1219,1219,3,1
1220,1220,1,2
1221,1221,1,0
1222,1222,3,2
1223,1223,3,0
1224,1224,3,2
1225,1225,1,2
1226,1226,1,2
1227,1227,1,2
1228,1228,3,2
1229,1229,1,0
1230,1230,1,1
1231,1231,1,2
1232,1232,1,2
1233,1233,3,2
1234,1234,1,0
1235,1235,3,0
1236,1236,1,2
1237,1237,1,2
1238,1238,3,2
1239,1239,3,0
1240,1240,1,1
1241,1241,2,0
1242,1242,2,1
1243,1243,3,0
1244,1244,3,0
1245,1245,1,2
1246,1246,3,1
1247,1247,2,2
1248,1248,1,0
1249,1249,2,0
1250,1250,1,0
1251,1251,1,0
1252,1252,1,2
1253,1253,3,2
1254,1254,1,2
1255,1255,2,0
1256,1256,3,0
1257,1257,2,1
1258,1258,2,2
1259,1259,1,1
1260,1260,3,2
1261,1261,3,2
1262,1262,2,2
1263,1263,2,1
1264,1264,3,2
1265,1265,1,1
1266,1266,3,0
1267,1267,3,2
1268,1268,3,1
1269,1269,3,0
1270,1270,1,0
1271,1271,1,2
1272,1272,3,2
1273,1273,1,2
1274,1274,1,1
1275,1275,3,1
1276,1276,1,2
1277,1277,2,2
1278,1278,3,1
1279,1279,3,2
1280,1280,1,1
1281,1281,2,1
1282,1282,2,2
1283,1283,2,0
1284,1284,1,1
1285,1285,2,2
1286,1286,3,0
1287,1287,3,1
1288,1288,2,0
1289,1289,1,0
1290,1290,3,1
1291,1291,1,0
1292,1292,3,1
1293,1293,3,2
1294,1294,1,2
1295,1295,1,0
1296,1296,2,2
1297,1297,2,2
1298,1298,3,2
1299,1299,2,1
1300,1300,2,0
1301,1301,1,0
1302,1302,2,1
1303,1303,1,1
1304,1304,3,1
1305,1305,2,1
1306,1306,2,1
1307,1307,3,1
1308,1308,3,1
1309,1309,1,1
1310,1310,3,0
1311,1311,3,2
1312,1312,2,0
1313,1313,3,0
1314,1314,1,1
1315,1315,1,0
1316,1316,2,2
1317,1317,1,0
1318,1318,1,1
1319,1319,1,1
1320,1320,3,1
1321,1321,2,0
1322,1322,1,2
1323,1323,3,1
1324,1324,2,0
1325,1325,3,2
1326,1326,3,1
1327,1327,1,0
1328,1328,2,1
1329,1329,2,2
1330,1330,3,0
1331,1331,2,1
1332,1332,2,0
1333,1333,2,1
1334,1334,1,2
1335,1335,1,0
1336,1336,1,1
1337,1337,1,1
1338,1338,1,0
1339,1339,1,1
1340,1340,2,1
1341,1341,2,0
1342,1342,1,2
1343,1343,3,1
1344,1344,2,0
1345,1345,3,2
1346,1346,3,1
1347,1347,1,0
1348,1348,2,1
1349,1349,2,2
1350,1350,3,0
1351,1351,2,1
1352,1352,2,0
1353,1353,2,1
1354,1354,1,2
1355,1355,1,0
1356,1356,1,1
1357,1357,1,1
1358,1358,1,0
1359,1359,1,1
1360,1360,2,1
1361,1361,2,0
1362,1362,1,2
1363,1363,3,1
1364,1364,2,0
1365,1365,3,2
1366,1366,3,1
1367,1367,1,0
1368,1368,2,1
1369,1369,2,2
1370,1370,3,0
1371,1371,2,1
1372,1372,2,0
1373,1373,2,1
1374,1374,1,2
1375,1375,1,0
1376,1376,1,1
1377,1377,1,1
1378,1378,1,0
1379,1379,1,1
1380,1380,2,1
1381,1381,2,0
1382,1382,1,2
1383,1383,3,1
1384,1384,2,0
1385,1385,3,2
1386,1386,3,1
1387,1387,1,0
1388,1388,2,1
1389,1389,2,2
1390,1390,3,0
1391,1391,2,1
1392,1392,2,0
1393,1393,2,1
1394,1394,1,2
1395,1395,1,0
1396,1396,1,1
1397,1397,1,1
1398,1398,1,0
1399,1399,1,1
1400,1400,2,1
1401,1401,1,1
1402,1402,3,2
1403,1403,1,2
1404,1404,2,0
1405,1405,2,0
1406,1406,3,0
1407,1407,2,2
1408,1408,3,1
1409,1409,2,2
1410,1410,3,2
1411,1411,3,0
1412,1412,3,2
1413,1413,2,0
1414,1414,1,2
1415,1415,1,1
1416,1416,1,0
1417,1417,1,0
1418,1418,3,1
1419,1419,1,0
1420,1420,3,2
1421,1421,1,2
1422,1422,2,0
1423,1423,3,2
1424,1424,3,0
1425,1425,1,1
1426,1426,1,0
1427,1427,2,2
1428,1428,1,2
1429,1429,3,0
1430,1430,1,0
1431,1431,2,2
1432,1432,1,2
1433,1433,1,1
1434,1434,1,1
1435,1435,2,0
1436,1436,1,2
1437,1437,3,0
1438,1438,3,0
1439,1439,3,0
1440,1440,2,1
1441,1441,3,0
1442,1442,3,0
1443,1443,3,0
1444,1444,1,0
1445,1445,2,0
1446,1446,1,1
1447,1447,2,0
1448,1448,1,1
1449,1449,1,1
1450,1450,1,1
1451,1451,2,0
1452,1452,1,1
1453,1453,1,1
1454,1454,3,1
1455,1455,2,2
1456,1456,1,0
1457,1457,1,0
1458,1458,2,1
1459,1459,1,2
1460,1460,2,0
1461,1461,2,2
1462,1462,3,0
1463,1463,3,1
1464,1464,2,0
1465,1465,1,1
1466,1466,3,0
1467,1467,3,2
1468,1468,2,0
1469,1469,1,2
1470,1470,1,1
1471,1471,2,1
1472,1472,3,0
1473,1473,2,0
1474,1474,3,2
1475,1475,1,1
1476,1476,3,1
1477,1477,1,1
1478,1478,3,2
1479,1479,3,2
1480,1480,3,2
1481,1481,2,2
1482,1482,1,1
1483,1483,2,1
1484,1484,3,0
1485,1485,2,2
1486,1486,2,0
1487,1487,3,2
1488,1488,1,1
1489,1489,3,2
1490,1490,3,2
1491,1491,2,0
1492,1492,2,2
1493,1493,3,2
1494,1494,1,2
1495,1495,1,1
1496,1496,3,1
1497,1497,1,2
1498,1498,3,1
1499,1499,2,1
1500,1500,2,2
1501,1501,3,2
1502,1502,1,1
1503,1503,1,2
1504,1504,1,1
1505,1505,2,0
1506,1506,1,2
1507,1507,1,2
1508,1508,3,1
1509,1509,3,0
1510,1510,1,0
1511,1511,2,2
1512,1512,3,0
1513,1513,1,0
1514,1514,1,2
1515,1515,1,0
1516,1516,1,0
1517,1517,2,0
1518,1518,2,2
1519,1519,1,1
1520,1520,1,1
1521,1521,1,1
1522,1522,1,1
1523,1523,1,0
1524,1524,1,1
1525,1525,2,1
1526,1526,2,2
1527,1527,3,2
1528,1528,1,0
1529,1529,1,0
1530,1530,1,2
1531,1531,3,0
1532,1532,1,1
1533,1533,2,1
1534,1534,2,0
1535,1535,2,2
1536,1536,3,0
1537,1537,2,2
1538,1538,3,0
1539,1539,1,2
1540,1540,3,2
1541,1541,2,1
1542,1542,3,2
1543,1543,3,2
1544,1544,3,2
1545,1545,1,0
1546,1546,1,0
1547,1547,3,2
1548,1548,1,1
1549,1549,1,0
1550,1550,3,1
1551,1551,1,0
1552,1552,1,1
1553,1553,3,2
1554,1554,1,0
1555,1555,1,2
1556,1556,1,1
1557,1557,2,1
1558,1558,3,2
1559,1559,1,0
1560,1560,3,1
1561,1561,1,0
1562,1562,1,0
1563,1563,3,0
1564,1564,2,1
1565,1565,1,1
1566,1566,3,1
1567,1567,2,1
1568,1568,3,2
1569,1569,2,2
1570,1570,3,2
1571,1571,3,0
1572,1572,1,0
1573,1573,1,2
1574,1574,1,0
1575,1575,1,2
1576,1576,1,0
1577,1577,3,0
1578,1578,1,0
1579,1579,1,1
1580,1580,1,2
1581,1581,1,0
1582,1582,2,2
1583,1583,2,2
1584,1584,3,1
1585,1585,3,1
1586,1586,2,2
1587,1587,3,0
1588,1588,2,1
1589,1589,3,0
1590,1590,1,2
1591,1591,1,1
1592,1592,1,1
1593,1593,3,0
1594,1594,3,0
1595,1595,3,2
1596,1596,1,1
